"id","entityA.id","entityA.type","entityB.id","entityB.type","from","to"
"171_242_0","171","Dragon","242","Dragon","-1316144125845","-1316140285845","371"
"171_242_3","171","Dragon","242","Dragon","202171697025","202172417025","489"
"10_242_2","10","Dragon","242","Dragon","658546187355","658546307355","678"
"24_243_0","24","Dragon","243","Dragon","711862112953","711864212953","265"
"24_243_2","24","Dragon","243","Dragon","-449323668878","-449320548878","267"
"24_243_3","24","Dragon","243","Dragon","60303196099","60307216099","699"
"24_243_4","24","Dragon","243","Dragon","-1332773842115","-1332772042115","235"
"24_243_5","24","Dragon","243","Dragon","-1390877991665","-1390874751665","336"
"24_243_6","24","Dragon","243","Dragon","-671151528713","-671147748713","243"
"3_243_0","3","Dragon","243","Dragon","-870364646702","-870362906702","478"
"3_243_6","3","Dragon","243","Dragon","-1825186713216","-1825185993216","559"
"33_243_2","33","Dragon","243","Dragon","-1634830195669","-1634825995669","585"
"33_243_3","33","Dragon","243","Dragon","-1805693280028","-1805687280028","600"
"138_244_3","138","Dragon","244","Dragon","-926389172204","-926383172204","640"
"138_244_4","138","Dragon","244","Dragon","-1098652576722","-1098648796722","550"
"126_244_5","126","Dragon","244","Dragon","-1607919246282","-1607917626282","244"
"126_244_6","126","Dragon","244","Dragon","627504733838","627505873838","514"
"105_245_0","105","Dragon","245","Dragon","21914330575","21914990575","624"
"37_245_3","37","Dragon","245","Dragon","-1232466303592","-1232464263592","520"
"168_246_0","168","Dragon","246","Dragon","746468615449","746469395449","359"
"168_246_1","168","Dragon","246","Dragon","-515076708625","-515073768625","581"
"168_246_2","168","Dragon","246","Dragon","24049951788","24054391788","676"
"29_246_1","29","Dragon","246","Dragon","-250112003836","-250109303836","411"
"29_246_2","29","Dragon","246","Dragon","-126219617075","-126217517075","431"
"29_246_6","29","Dragon","246","Dragon","-2171614881632","-2171613201632","325"
"16_246_2","16","Dragon","246","Dragon","27805926624","27808866624","566"
"16_246_3","16","Dragon","246","Dragon","-1586163983843","-1586161043843","218"
"41_247_1","41","Dragon","247","Dragon","-1201656317642","-1201654817642","561"
"41_247_3","41","Dragon","247","Dragon","-696668253244","-696667293244","365"
"62_247_1","62","Dragon","247","Dragon","317431007903","317436467903","392"
"62_247_2","62","Dragon","247","Dragon","-44239555560","-44235235560","542"
"62_247_5","62","Dragon","247","Dragon","-1722539780305","-1722535040305","500"
"62_247_6","62","Dragon","247","Dragon","-1445658544477","-1445655964477","312"
"10_247_3","10","Dragon","247","Dragon","-59537839214","-59535559214","639"
"10_247_5","10","Dragon","247","Dragon","-982054556245","-982049876245","517"
"73_248_0","73","Dragon","248","Dragon","-1956518641456","-1956515701456","613"
"73_248_1","73","Dragon","248","Dragon","-2050468816371","-2050465576371","643"
"73_248_2","73","Dragon","248","Dragon","-1627990651954","-1627985431954","454"
"73_248_5","73","Dragon","248","Dragon","-1657833926976","-1657832126976","655"
"62_248_3","62","Dragon","248","Dragon","-432693981661","-432688581661","261"
"62_248_5","62","Dragon","248","Dragon","-244473194044","-244468634044","432"
"18_248_3","18","Dragon","248","Dragon","390583960622","390589300622","583"
"194_249_2","194","Dragon","249","Dragon","283431159309","283432839309","608"
"44_249_0","44","Dragon","249","Dragon","-1262249704322","-1262247844322","167"
"44_249_2","44","Dragon","249","Dragon","451467334899","451472194899","474"
"5_249_1","5","Dragon","249","Dragon","-988269299200","-988267139200","351"
"5_249_4","5","Dragon","249","Dragon","-418350317806","-418346177806","525"
"24_250_1","24","Dragon","250","Dragon","-2042584339074","-2042581459074","626"
"37_250_2","37","Dragon","250","Dragon","494728249908","494732209908","475"
"83_251_0","83","Dragon","251","Dragon","-2169537155496","-2169531815496","397"
"83_251_2","83","Dragon","251","Dragon","-296710955490","-296709635490","192"
"58_251_2","58","Dragon","251","Dragon","246110481568","246115041568","279"
"58_251_4","58","Dragon","251","Dragon","748014533564","748016873564","179"
"168_252_1","168","Dragon","252","Dragon","-1704662011825","-1704656671825","532"
"168_252_2","168","Dragon","252","Dragon","-731340125837","-731339705837","418"
"238_252_1","238","Dragon","252","Dragon","330739945636","330743965636","578"
"238_252_2","238","Dragon","252","Dragon","569896397977","569897417977","117"
"108_252_3","108","Dragon","252","Dragon","-1095873076346","-1095868936346","562"
"108_252_4","108","Dragon","252","Dragon","-1728339150191","-1728335670191","232"
"108_252_5","108","Dragon","252","Dragon","-25672623623","-25668303623","368"
"108_252_6","108","Dragon","252","Dragon","-1260407372494","-1260406652494","615"
"16_253_0","16","Dragon","253","Dragon","366859804045","366861304045","102"
"16_253_2","16","Dragon","253","Dragon","-1045607672853","-1045606052853","445"
"16_253_4","16","Dragon","253","Dragon","516222377321","516227177321","624"
"12_253_2","12","Dragon","253","Dragon","-1670794809857","-1670790609857","551"
"12_253_6","12","Dragon","253","Dragon","-1407167537723","-1407162677723","570"
"40_253_3","40","Dragon","253","Dragon","839992397153","839993717153","281"
"40_253_4","40","Dragon","253","Dragon","-1521682295888","-1521676775888","260"
"40_253_5","40","Dragon","253","Dragon","41051362735","41053762735","692"
"40_253_7","40","Dragon","253","Dragon","-1997926024732","-1997921104732","200"
"36_254_0","36","Dragon","254","Dragon","196879311479","196884591479","274"
"36_254_3","36","Dragon","254","Dragon","-316051350016","-316050630016","557"
"147_254_1","147","Dragon","254","Dragon","-1085095891711","-1085095231711","396"
"52_254_2","52","Dragon","254","Dragon","928377661439","928380241439","488"
"190_255_0","190","Dragon","255","Dragon","-312040482993","-312036222993","472"
"190_255_1","190","Dragon","255","Dragon","-1368374412994","-1368371232994","372"
"190_255_2","190","Dragon","255","Dragon","-1612574063193","-1612570223193","515"
"245_256_1","245","Dragon","256","Dragon","-1064792412887","-1064791392887","684"
"245_256_2","245","Dragon","256","Dragon","-371429174820","-371428034820","532"
"245_256_4","245","Dragon","256","Dragon","-891887024241","-891882884241","301"
"245_256_7","245","Dragon","256","Dragon","6815982440","6820362440","483"
"43_256_0","43","Dragon","256","Dragon","800148815127","800149655127","529"
"43_256_1","43","Dragon","256","Dragon","-497445608934","-497440928934","699"
"221_256_1","221","Dragon","256","Dragon","-965254136803","-965250116803","286"
"57_257_0","57","Dragon","257","Dragon","-2145937812818","-2145934032818","477"
"57_257_4","57","Dragon","257","Dragon","-2079468808634","-2079466948634","569"
"62_257_2","62","Dragon","257","Dragon","411864452249","411865952249","439"
"99_257_5","99","Dragon","257","Dragon","-692621257110","-692619877110","603"
"156_258_2","156","Dragon","258","Dragon","367225221566","367226841566","367"
"156_258_3","156","Dragon","258","Dragon","111431965024","111434125024","662"
"170_258_0","170","Dragon","258","Dragon","-1584236375951","-1584234515951","531"
"170_258_3","170","Dragon","258","Dragon","172410923745","172414703745","494"
"16_259_4","16","Dragon","259","Dragon","-1250476117024","-1250471377024","173"
"16_259_6","16","Dragon","259","Dragon","400938771380","400940751380","364"
"189_259_3","189","Dragon","259","Dragon","-1811735684439","-1811731544439","683"
"36_259_2","36","Dragon","259","Dragon","-511124090001","-511123490001","267"
"135_260_1","135","Dragon","260","Dragon","-920205620927","-920203400927","115"
"135_260_3","135","Dragon","260","Dragon","-129913072346","-129910012346","295"
"188_260_2","188","Dragon","260","Dragon","-621606253116","-621601933116","433"
"188_260_3","188","Dragon","260","Dragon","-585635424785","-585631884785","617"
"188_260_4","188","Dragon","260","Dragon","-1327123207377","-1327121107377","568"
"188_260_6","188","Dragon","260","Dragon","-1988404538680","-1988399378680","446"
"157_260_4","157","Dragon","260","Dragon","-1394019505837","-1394015425837","360"
"157_260_5","157","Dragon","260","Dragon","-1171199405942","-1171198685942","539"
"7_261_1","7","Dragon","261","Dragon","-696256824298","-696255864298","475"
"147_261_2","147","Dragon","261","Dragon","-556423494145","-556421094145","645"
"147_261_4","147","Dragon","261","Dragon","-999465237164","-999460917164","417"
"39_261_0","39","Dragon","261","Dragon","-1610256765328","-1610253345328","101"
"39_261_1","39","Dragon","261","Dragon","581546631443","581551911443","306"
"39_261_2","39","Dragon","261","Dragon","-2162377923387","-2162374143387","372"
"39_261_4","39","Dragon","261","Dragon","132003490433","132008770433","400"
"0_262_3","0","Dragon","262","Dragon","-1009080312452","-1009080192452","638"
"223_262_1","223","Dragon","262","Dragon","-2031015624595","-2031015084595","229"
"223_262_2","223","Dragon","262","Dragon","-978968658517","-978968478517","182"
"223_262_3","223","Dragon","262","Dragon","196487446049","196488286049","439"
"223_262_4","223","Dragon","262","Dragon","-114455637277","-114453477277","318"
"223_262_6","223","Dragon","262","Dragon","-1613161492917","-1613156572917","459"
"23_262_0","23","Dragon","262","Dragon","127204204200","127207144200","225"
"245_263_0","245","Dragon","263","Dragon","-1834381271712","-1834378031712","318"
"47_263_3","47","Dragon","263","Dragon","-2026415235427","-2026413795427","195"
"47_263_4","47","Dragon","263","Dragon","-1339684632838","-1339681692838","260"
"180_264_5","180","Dragon","264","Dragon","-1484361241296","-1484360221296","476"
"180_264_6","180","Dragon","264","Dragon","-812499235832","-812494375832","657"
"19_264_2","19","Dragon","264","Dragon","-1396300958583","-1396299938583","239"
"19_264_4","19","Dragon","264","Dragon","-87261656260","-87260756260","402"
"45_265_1","45","Dragon","265","Dragon","-341754963188","-341750943188","174"
"179_265_3","179","Dragon","265","Dragon","-2193308870958","-2193303410958","522"
"192_266_3","192","Dragon","266","Dragon","-2062164754519","-2062161874519","459"
"196_266_3","196","Dragon","266","Dragon","-1089375487921","-1089369847921","181"
"196_266_4","196","Dragon","266","Dragon","-919387142398","-919386782398","396"
"147_266_2","147","Dragon","266","Dragon","620134596988","620134776988","375"
"174_267_0","174","Dragon","267","Dragon","-1149337253711","-1149336413711","551"
"174_267_1","174","Dragon","267","Dragon","-62936434845","-62934874845","466"
"174_267_2","174","Dragon","267","Dragon","-193513277224","-193511537224","200"
"174_267_3","174","Dragon","267","Dragon","-505684384235","-505678804235","167"
"29_267_3","29","Dragon","267","Dragon","-424520037191","-424516077191","441"
"29_267_4","29","Dragon","267","Dragon","-837747830362","-837742910362","311"
"67_268_0","67","Dragon","268","Dragon","-1947890912045","-1947887912045","186"
"67_268_1","67","Dragon","268","Dragon","-587828788006","-587825908006","392"
"67_268_2","67","Dragon","268","Dragon","-1604406503924","-1604401823924","539"
"67_268_3","67","Dragon","268","Dragon","796058171687","796059851687","322"
"30_269_1","30","Dragon","269","Dragon","94623566138","94624226138","259"
"30_269_4","30","Dragon","269","Dragon","-1738070637305","-1738067637305","370"
"116_270_1","116","Dragon","270","Dragon","-555813583892","-555809203892","333"
"116_270_2","116","Dragon","270","Dragon","-2200364006216","-2200362146216","273"
"210_271_1","210","Dragon","271","Dragon","524967153471","524969313471","663"
"210_271_3","210","Dragon","271","Dragon","702574253692","702576953692","216"
"23_271_0","23","Dragon","271","Dragon","-905502973551","-905501053551","335"
"23_271_2","23","Dragon","271","Dragon","-1337545666165","-1337544826165","562"
"23_271_6","23","Dragon","271","Dragon","-688757070970","-688754970970","424"
"23_271_7","23","Dragon","271","Dragon","421227485063","421229765063","556"
"47_272_2","47","Dragon","272","Dragon","-1299320239976","-1299314239976","448"
"47_272_3","47","Dragon","272","Dragon","655100418890","655100958890","666"
"47_272_4","47","Dragon","272","Dragon","-1268324216239","-1268321936239","192"
"54_272_0","54","Dragon","272","Dragon","-1882396147694","-1882395067694","425"
"54_272_1","54","Dragon","272","Dragon","896268103140","896269423140","552"
"257_272_4","257","Dragon","272","Dragon","-2047959236478","-2047953656478","584"
"252_273_1","252","Dragon","273","Dragon","593007173875","593011133875","625"
"252_273_2","252","Dragon","273","Dragon","-381585992144","-381581912144","377"
"252_273_3","252","Dragon","273","Dragon","3405723059","3409743059","364"
"48_273_2","48","Dragon","273","Dragon","-472755601485","-472752661485","384"
"48_273_3","48","Dragon","273","Dragon","704283706328","704286826328","647"
"48_273_4","48","Dragon","273","Dragon","-259623487830","-259620967830","664"
"10_273_3","10","Dragon","273","Dragon","-501241208470","-501239408470","536"
"43_274_0","43","Dragon","274","Dragon","153685838866","153686678866","664"
"43_274_2","43","Dragon","274","Dragon","487578026711","487578626711","555"
"12_274_1","12","Dragon","274","Dragon","545149673470","545151713470","364"
"47_274_0","47","Dragon","274","Dragon","-460496531396","-460495331396","280"
"47_274_1","47","Dragon","274","Dragon","-598448095987","-598444975987","141"
"47_274_3","47","Dragon","274","Dragon","-1905157702908","-1905155842908","279"
"56_275_0","56","Dragon","275","Dragon","494230848598","494233068598","682"
"56_275_4","56","Dragon","275","Dragon","-1223196352863","-1223193952863","596"
"29_275_1","29","Dragon","275","Dragon","-2040838112146","-2040834452146","173"
"29_275_2","29","Dragon","275","Dragon","-1531247534118","-1531241534118","611"
"29_275_5","29","Dragon","275","Dragon","-1993316479324","-1993316179324","358"
"214_276_1","214","Dragon","276","Dragon","-88889672760","-88884872760","234"
"214_276_2","214","Dragon","276","Dragon","-1597542070500","-1597539250500","161"
"214_276_4","214","Dragon","276","Dragon","711218772822","711224232822","640"
"5_276_3","5","Dragon","276","Dragon","-1150428443928","-1150423463928","552"
"66_277_0","66","Dragon","277","Dragon","854599959341","854601159341","526"
"66_277_3","66","Dragon","277","Dragon","321126432512","321131472512","251"
"66_277_4","66","Dragon","277","Dragon","-1367106192934","-1367100192934","595"
"125_277_0","125","Dragon","277","Dragon","-212200838832","-212197358832","338"
"125_277_1","125","Dragon","277","Dragon","-812858169694","-812853069694","411"
"67_277_0","67","Dragon","277","Dragon","-1282435453152","-1282435333152","557"
"67_277_1","67","Dragon","277","Dragon","-2192174480621","-2192169200621","308"
"67_277_2","67","Dragon","277","Dragon","-193321543487","-193319143487","503"
"67_277_3","67","Dragon","277","Dragon","-1399315382536","-1399311482536","670"
"116_278_3","116","Dragon","278","Dragon","454069339823","454071619823","246"
"221_278_3","221","Dragon","278","Dragon","126346454710","126351134710","549"
"192_278_0","192","Dragon","278","Dragon","-464090381753","-464090021753","126"
"192_278_1","192","Dragon","278","Dragon","-1231891921802","-1231886341802","533"
"192_278_5","192","Dragon","278","Dragon","-1383792103798","-1383787243798","537"
"72_279_0","72","Dragon","279","Dragon","669798292846","669799492846","628"
"72_279_2","72","Dragon","279","Dragon","-1560266497526","-1560262297526","615"
"72_279_3","72","Dragon","279","Dragon","327925826755","327926606755","476"
"72_279_4","72","Dragon","279","Dragon","-1767872801186","-1767869741186","214"
"72_279_6","72","Dragon","279","Dragon","-695025629005","-695022749005","342"
"163_279_0","163","Dragon","279","Dragon","858677761683","858678181683","263"
"163_279_1","163","Dragon","279","Dragon","275080349280","275084849280","237"
"163_279_2","163","Dragon","279","Dragon","-862907049350","-862904409350","456"
"102_279_1","102","Dragon","279","Dragon","-1934051931204","-1934049951204","209"
"102_279_4","102","Dragon","279","Dragon","-1700935340727","-1700934860727","105"
"116_280_1","116","Dragon","280","Dragon","-880529332440","-880528132440","363"
"102_280_1","102","Dragon","280","Dragon","-935919234550","-935916234550","695"
"102_280_2","102","Dragon","280","Dragon","-510536531959","-510534671959","682"
"102_280_3","102","Dragon","280","Dragon","-653245850795","-653245430795","518"
"102_280_4","102","Dragon","280","Dragon","-972645116976","-972641696976","197"
"102_280_5","102","Dragon","280","Dragon","902489048712","902493908712","485"
"157_280_1","157","Dragon","280","Dragon","-1817981002162","-1817976262162","379"
"83_281_3","83","Dragon","281","Dragon","293254042432","293258902432","520"
"161_281_0","161","Dragon","281","Dragon","-54489848478","-54484748478","599"
"148_281_5","148","Dragon","281","Dragon","-1133675941466","-1133673601466","284"
"150_282_3","150","Dragon","282","Dragon","-1737766840882","-1737765700882","241"
"150_282_6","150","Dragon","282","Dragon","234722496181","234726456181","252"
"48_282_0","48","Dragon","282","Dragon","-809158173816","-809152653816","541"
"3_283_2","3","Dragon","283","Dragon","712868115848","712873095848","329"
"60_283_0","60","Dragon","283","Dragon","-1018088188978","-1018086208978","174"
"60_283_2","60","Dragon","283","Dragon","-430202147011","-430199627011","639"
"39_284_3","39","Dragon","284","Dragon","384308262322","384309582322","667"
"46_284_2","46","Dragon","284","Dragon","-815240019393","-815239239393","645"
"152_284_4","152","Dragon","284","Dragon","-2115580345839","-2115575905839","158"
"152_284_5","152","Dragon","284","Dragon","-969966068098","-969960068098","604"
"105_285_0","105","Dragon","285","Dragon","-257571296133","-257566436133","152"
"105_285_1","105","Dragon","285","Dragon","512068602125","512071422125","691"
"105_285_2","105","Dragon","285","Dragon","-291979788386","-291978648386","559"
"81_285_5","81","Dragon","285","Dragon","556152995737","556154375737","528"
"41_286_0","41","Dragon","286","Dragon","773021399605","773021639605","438"
"41_286_1","41","Dragon","286","Dragon","-2166745486223","-2166739846223","221"
"41_286_4","41","Dragon","286","Dragon","-487337612829","-487337432829","640"
"4_286_1","4","Dragon","286","Dragon","651936664412","651940204412","343"
"204_286_2","204","Dragon","286","Dragon","-86155578149","-86150298149","318"
"222_287_0","222","Dragon","287","Dragon","-2055741925277","-2055735925277","270"
"222_287_2","222","Dragon","287","Dragon","683032374369","683035074369","451"
"222_287_6","222","Dragon","287","Dragon","-1001315352190","-1001313072190","237"
"10_287_2","10","Dragon","287","Dragon","-1370933212737","-1370928712737","377"
"10_287_5","10","Dragon","287","Dragon","676277618887","676280678887","401"
"24_288_0","24","Dragon","288","Dragon","-1825458592280","-1825453732280","158"
"27_288_2","27","Dragon","288","Dragon","570704294686","570709754686","109"
"170_288_1","170","Dragon","288","Dragon","601604788288","601607308288","538"
"170_288_2","170","Dragon","288","Dragon","-1563338912985","-1563334592985","163"
"33_289_1","33","Dragon","289","Dragon","576151205701","576155285701","297"
"33_289_6","33","Dragon","289","Dragon","-2023128406769","-2023123186769","107"
"3_289_0","3","Dragon","289","Dragon","551730788139","551731448139","677"
"3_289_1","3","Dragon","289","Dragon","-2035670722789","-2035666522789","468"
"3_289_7","3","Dragon","289","Dragon","412546090320","412548670320","311"
"47_289_0","47","Dragon","289","Dragon","-779418900369","-779416920369","428"
"47_289_3","47","Dragon","289","Dragon","-2030460342397","-2030458062397","288"
"47_289_5","47","Dragon","289","Dragon","-1739939193370","-1739934813370","618"
"47_289_6","47","Dragon","289","Dragon","-1788202091322","-1788197591322","546"
"116_290_0","116","Dragon","290","Dragon","-1682124102205","-1682119302205","308"
"116_290_1","116","Dragon","290","Dragon","-1589994021804","-1589988321804","345"
"33_290_0","33","Dragon","290","Dragon","-1667932046963","-1667930906963","434"
"33_290_2","33","Dragon","290","Dragon","421538566035","421542946035","619"
"33_290_4","33","Dragon","290","Dragon","-1750611697732","-1750605697732","477"
"33_290_5","33","Dragon","290","Dragon","-95271507178","-95267847178","478"
"33_290_6","33","Dragon","290","Dragon","-419923621560","-419922301560","527"
"74_290_1","74","Dragon","290","Dragon","-257291109683","-257287329683","284"
"74_290_2","74","Dragon","290","Dragon","265585467319","265587447319","543"
"176_291_0","176","Dragon","291","Dragon","-2019888614200","-2019882914200","201"
"148_291_0","148","Dragon","291","Dragon","917759143901","917762143901","111"
"148_291_1","148","Dragon","291","Dragon","-1225656813613","-1225650813613","621"
"255_291_1","255","Dragon","291","Dragon","-1495761392715","-1495758692715","289"
"4_292_3","4","Dragon","292","Dragon","484257460504","484260400504","516"
"18_292_2","18","Dragon","292","Dragon","-1663375738238","-1663373338238","207"
"9_293_2","9","Dragon","293","Dragon","-901283655577","-901280775577","332"
"9_293_3","9","Dragon","293","Dragon","-384242897636","-384239957636","191"
"194_293_1","194","Dragon","293","Dragon","754631894102","754635254102","103"
"18_293_2","18","Dragon","293","Dragon","610754513026","610756493026","501"
"18_293_4","18","Dragon","293","Dragon","744508852030","744513292030","456"
"74_294_0","74","Dragon","294","Dragon","330608820773","330611280773","695"
"211_294_0","211","Dragon","294","Dragon","922681708995","922684168995","641"
"211_294_3","211","Dragon","294","Dragon","751286414155","751289414155","628"
"180_294_3","180","Dragon","294","Dragon","189143734859","189147874859","243"
"193_295_5","193","Dragon","295","Dragon","-1005719307669","-1005716547669","368"
"193_295_6","193","Dragon","295","Dragon","670552750662","670553290662","538"
"9_295_1","9","Dragon","295","Dragon","-1147338219867","-1147336539867","495"
"118_295_1","118","Dragon","295","Dragon","-1993477443610","-1993475223610","482"
"24_296_2","24","Dragon","296","Dragon","-1010467575971","-1010463255971","440"
"255_296_1","255","Dragon","296","Dragon","-2001756475234","-2001755275234","397"
"3_296_0","3","Dragon","296","Dragon","-1720743706645","-1720743166645","593"
"95_297_1","95","Dragon","297","Dragon","195627927559","195631767559","134"
"95_297_2","95","Dragon","297","Dragon","679021868672","679022648672","508"
"95_297_4","95","Dragon","297","Dragon","-244099383340","-244097463340","290"
"55_297_0","55","Dragon","297","Dragon","57474896490","57479696490","678"
"55_297_1","55","Dragon","297","Dragon","-852517926153","-852516486153","685"
"55_297_2","55","Dragon","297","Dragon","153858230309","153859910309","432"
"143_298_4","143","Dragon","298","Dragon","-2023917022970","-2023913902970","685"
"143_298_7","143","Dragon","298","Dragon","-2072008577302","-2072006837302","585"
"124_298_3","124","Dragon","298","Dragon","-271330677680","-271330017680","156"
"124_298_4","124","Dragon","298","Dragon","810123539545","810128879545","389"
"221_298_0","221","Dragon","298","Dragon","-1688129716635","-1688129056635","601"
"221_298_5","221","Dragon","298","Dragon","621309388655","621311788655","664"
"0_299_0","0","Dragon","299","Dragon","783315067910","783317167910","346"
"0_299_4","0","Dragon","299","Dragon","218109143791","218110043791","673"
"0_299_5","0","Dragon","299","Dragon","-758151464788","-758150084788","590"
"40_299_1","40","Dragon","299","Dragon","-414576110993","-414573650993","409"
"40_299_3","40","Dragon","299","Dragon","251858844500","251864064500","411"
"40_299_5","40","Dragon","299","Dragon","-682320920230","-682319900230","498"
"80_299_1","80","Dragon","299","Dragon","-641568381821","-641565261821","129"
"56_300_2","56","Dragon","300","Dragon","-1446001984904","-1446000304904","187"
"2_300_0","2","Dragon","300","Dragon","434243224520","434248864520","469"
"2_300_2","2","Dragon","300","Dragon","-2206435254515","-2206433334515","547"
"67_301_0","67","Dragon","301","Dragon","-607503795078","-607502055078","350"
"67_301_1","67","Dragon","301","Dragon","821353139308","821355779308","425"
"67_301_2","67","Dragon","301","Dragon","-2398887461","-2396787461","591"
"67_301_3","67","Dragon","301","Dragon","-1683656225822","-1683652085822","645"
"82_301_0","82","Dragon","301","Dragon","-1218644108703","-1218641768703","508"
"82_301_1","82","Dragon","301","Dragon","-1258596761134","-1258593401134","362"
"82_301_2","82","Dragon","301","Dragon","-976679108438","-976678928438","667"
"222_301_0","222","Dragon","301","Dragon","-1321497365818","-1321493885818","336"
"108_302_1","108","Dragon","302","Dragon","-770397976843","-770394676843","262"
"108_302_2","108","Dragon","302","Dragon","-1391535632556","-1391533832556","154"
"3_302_1","3","Dragon","302","Dragon","-2090030138180","-2090027738180","100"
"3_302_2","3","Dragon","302","Dragon","805599867453","805603047453","603"
"3_302_3","3","Dragon","302","Dragon","-1102249461447","-1102245621447","152"
"3_302_4","3","Dragon","302","Dragon","670484539506","670484599506","133"
"95_302_7","95","Dragon","302","Dragon","616179831162","616185291162","437"
"66_303_2","66","Dragon","303","Dragon","-1359285366431","-1359281766431","388"
"66_303_3","66","Dragon","303","Dragon","-35236876638","-35234956638","631"
"245_303_1","245","Dragon","303","Dragon","-420841283785","-420837083785","218"
"245_303_3","245","Dragon","303","Dragon","-1595661762724","-1595659002724","601"
"242_303_0","242","Dragon","303","Dragon","-1434452547898","-1434450687898","643"
"242_303_5","242","Dragon","303","Dragon","-1072996663807","-1072993363807","106"
"252_304_1","252","Dragon","304","Dragon","-697794308849","-697790948849","328"
"252_304_7","252","Dragon","304","Dragon","-528861754196","-528858994196","475"
"128_304_1","128","Dragon","304","Dragon","-2094622217681","-2094620837681","142"
"128_304_2","128","Dragon","304","Dragon","210384259424","210386659424","284"
"259_305_2","259","Dragon","305","Dragon","-1171148402814","-1171147442814","590"
"219_305_1","219","Dragon","305","Dragon","-1358633282575","-1358631422575","604"
"219_305_6","219","Dragon","305","Dragon","121302007412","121305847412","567"
"219_305_7","219","Dragon","305","Dragon","608475384487","608476884487","382"
"301_305_4","301","Dragon","305","Dragon","391934660730","391937180730","436"
"16_306_2","16","Dragon","306","Dragon","865838527088","865842967088","557"
"157_306_5","157","Dragon","306","Dragon","-60150581283","-60149741283","512"
"10_306_3","10","Dragon","306","Dragon","820075225726","820078345726","597"
"10_306_5","10","Dragon","306","Dragon","-1570772410950","-1570767850950","135"
"66_307_2","66","Dragon","307","Dragon","-590486988813","-590484468813","239"
"66_307_3","66","Dragon","307","Dragon","-1854054552159","-1854049692159","128"
"169_307_1","169","Dragon","307","Dragon","-1664344368348","-1664343108348","524"
"169_307_3","169","Dragon","307","Dragon","-702602731133","-702597271133","146"
"61_307_2","61","Dragon","307","Dragon","835728639906","835731939906","430"
"27_308_0","27","Dragon","308","Dragon","-1346301139138","-1346299339138","493"
"27_308_1","27","Dragon","308","Dragon","-827457702013","-827453742013","477"
"27_308_2","27","Dragon","308","Dragon","-864571725906","-864566025906","540"
"10_308_0","10","Dragon","308","Dragon","-1025811499642","-1025809219642","201"
"10_308_3","10","Dragon","308","Dragon","-1250251339494","-1250245579494","107"
"118_308_2","118","Dragon","308","Dragon","-1337485397169","-1337482577169","150"
"211_309_3","211","Dragon","309","Dragon","-205002495356","-205000215356","367"
"211_309_4","211","Dragon","309","Dragon","112369341209","112369821209","407"
"196_309_3","196","Dragon","309","Dragon","398239515364","398241795364","670"
"196_309_4","196","Dragon","309","Dragon","-2056018867293","-2056015567293","475"
"196_309_5","196","Dragon","309","Dragon","-81041777604","-81040097604","578"
"196_309_6","196","Dragon","309","Dragon","-934841628600","-934839348600","167"
"152_309_2","152","Dragon","309","Dragon","-1708424628116","-1708420788116","243"
"83_310_4","83","Dragon","310","Dragon","345666959494","345672599494","536"
"119_310_3","119","Dragon","310","Dragon","27293108300","27293168300","343"
"61_310_0","61","Dragon","310","Dragon","-645114786606","-645112686606","472"
"61_310_1","61","Dragon","310","Dragon","-1557036463228","-1557031843228","508"
"61_310_4","61","Dragon","310","Dragon","-502337163637","-502337043637","658"
"143_311_2","143","Dragon","311","Dragon","160445700134","160446060134","412"
"143_311_3","143","Dragon","311","Dragon","-1638681359904","-1638677879904","184"
"143_311_4","143","Dragon","311","Dragon","-1401618944720","-1401617504720","679"
"74_311_0","74","Dragon","311","Dragon","279302417813","279307877813","120"
"74_311_1","74","Dragon","311","Dragon","-557504911724","-557500051724","442"
"74_311_2","74","Dragon","311","Dragon","518250806542","518252246542","182"
"74_311_4","74","Dragon","311","Dragon","-1360574996031","-1360573316031","323"
"74_311_6","74","Dragon","311","Dragon","-1860051709525","-1860049429525","223"
"74_311_7","74","Dragon","311","Dragon","25744766540","25745606540","124"
"2_311_4","2","Dragon","311","Dragon","-1444299081617","-1444294821617","145"
"2_311_5","2","Dragon","311","Dragon","61873228038","61875748038","370"
"18_312_2","18","Dragon","312","Dragon","-47273935108","-47268715108","422"
"10_312_2","10","Dragon","312","Dragon","714466921949","714469441949","602"
"15_313_0","15","Dragon","313","Dragon","131748172370","131748772370","640"
"15_313_1","15","Dragon","313","Dragon","-2148334946790","-2148329906790","526"
"153_313_4","153","Dragon","313","Dragon","-1272915728968","-1272909728968","247"
"153_313_5","153","Dragon","313","Dragon","-4882831154","-4882471154","599"
"27_314_3","27","Dragon","314","Dragon","-1411495886964","-1411491986964","591"
"27_314_6","27","Dragon","314","Dragon","-1957610897971","-1957606337971","343"
"53_314_0","53","Dragon","314","Dragon","-381505485499","-381503145499","182"
"53_314_2","53","Dragon","314","Dragon","-37484329953","-37482289953","404"
"259_315_1","259","Dragon","315","Dragon","-116149771290","-116144011290","337"
"241_315_1","241","Dragon","315","Dragon","-272063733785","-272059353785","533"
"241_315_5","241","Dragon","315","Dragon","-2044144994198","-2044141754198","144"
"7_316_2","7","Dragon","316","Dragon","-178161261141","-178160721141","420"
"7_316_3","7","Dragon","316","Dragon","546365319494","546370599494","395"
