"id","entityA.id","entityA.type","entityB.id","entityB.type","date","temperature"
"17_93_5","17","Dragon","93","Dragon","-724561742319","340"
"17_93_7","17","Dragon","93","Dragon","-980575472990","272"
"48_93_0","48","Dragon","93","Dragon","-1471491270279","698"
"48_93_1","48","Dragon","93","Dragon","-860799473041","505"
"48_93_2","48","Dragon","93","Dragon","-668613343509","334"
"48_93_3","48","Dragon","93","Dragon","730463574794","105"
"48_93_4","48","Dragon","93","Dragon","-138955926667","111"
"38_93_0","38","Dragon","93","Dragon","-361233563928","533"
"38_93_2","38","Dragon","93","Dragon","740877254417","297"
"38_93_3","38","Dragon","93","Dragon","-1429781190846","524"
"12_94_1","12","Dragon","94","Dragon","12021315421","577"
"12_94_2","12","Dragon","94","Dragon","443058659357","341"
"12_94_3","12","Dragon","94","Dragon","31756606087","174"
"2_94_0","2","Dragon","94","Dragon","-20339317181","252"
"2_94_1","2","Dragon","94","Dragon","-1319012871781","633"
"2_94_2","2","Dragon","94","Dragon","594375292651","551"
"2_94_3","2","Dragon","94","Dragon","-1473867783934","150"
"5_94_0","5","Dragon","94","Dragon","-742716093056","700"
"5_94_2","5","Dragon","94","Dragon","-1751444819568","549"
"5_94_3","5","Dragon","94","Dragon","922555796782","486"
"22_95_0","22","Dragon","95","Dragon","-1660248909319","152"
"22_95_1","22","Dragon","95","Dragon","669157035469","309"
"22_95_2","22","Dragon","95","Dragon","-1487975407317","307"
"56_95_0","56","Dragon","95","Dragon","-2114455869881","465"
"56_95_1","56","Dragon","95","Dragon","-267240111134","450"
"5_95_0","5","Dragon","95","Dragon","-562514738399","353"
"5_95_1","5","Dragon","95","Dragon","-885408069495","420"
"5_95_2","5","Dragon","95","Dragon","-1674917252015","306"
"5_95_4","5","Dragon","95","Dragon","576133639660","386"
"5_95_6","5","Dragon","95","Dragon","-1465339662692","384"
"80_96_1","80","Dragon","96","Dragon","171855087281","404"
"80_96_2","80","Dragon","96","Dragon","-1194376674094","282"
"43_96_1","43","Dragon","96","Dragon","-164028639523","478"
"43_96_4","43","Dragon","96","Dragon","-95193080232","263"
"62_96_0","62","Dragon","96","Dragon","-1972775658373","474"
"62_96_1","62","Dragon","96","Dragon","-1311395978151","252"
"62_96_2","62","Dragon","96","Dragon","-907031522781","161"
"62_96_4","62","Dragon","96","Dragon","-600332297556","214"
"62_96_5","62","Dragon","96","Dragon","-1602092683152","134"
"58_97_2","58","Dragon","97","Dragon","-204396904556","624"
"28_97_1","28","Dragon","97","Dragon","-1862498451238","245"
"28_97_2","28","Dragon","97","Dragon","581137140369","476"
"73_97_0","73","Dragon","97","Dragon","-850254289498","230"
"73_97_1","73","Dragon","97","Dragon","854407026154","444"
"73_97_2","73","Dragon","97","Dragon","-811182952890","359"
"73_97_3","73","Dragon","97","Dragon","-813558308171","218"
"42_98_2","42","Dragon","98","Dragon","125767735852","435"
"42_98_3","42","Dragon","98","Dragon","568215766832","535"
"42_98_4","42","Dragon","98","Dragon","-70319351138","354"
"42_98_6","42","Dragon","98","Dragon","-1766723911914","362"
"48_98_0","48","Dragon","98","Dragon","522617998681","216"
"48_98_1","48","Dragon","98","Dragon","-1752033825041","132"
"48_98_2","48","Dragon","98","Dragon","207960179082","695"
"14_98_1","14","Dragon","98","Dragon","941462673352","316"
"14_98_3","14","Dragon","98","Dragon","89099502775","249"
"14_98_5","14","Dragon","98","Dragon","-2005616537587","542"
"9_99_0","9","Dragon","99","Dragon","-1231444744707","402"
"9_99_1","9","Dragon","99","Dragon","26070237076","128"
"9_99_3","9","Dragon","99","Dragon","-2180564681162","660"
"9_99_4","9","Dragon","99","Dragon","136123134379","286"
"9_99_6","9","Dragon","99","Dragon","882146717308","587"
"9_99_7","9","Dragon","99","Dragon","-1878404411641","211"
"21_99_0","21","Dragon","99","Dragon","29072059982","181"
"21_99_2","21","Dragon","99","Dragon","-2164859482946","588"
"21_99_4","21","Dragon","99","Dragon","-1027794432666","566"
"21_99_5","21","Dragon","99","Dragon","41244575468","131"
"21_99_6","21","Dragon","99","Dragon","-1753065571197","361"
"31_99_0","31","Dragon","99","Dragon","-2108703461728","285"
"31_99_1","31","Dragon","99","Dragon","-1884325320705","147"
"31_99_3","31","Dragon","99","Dragon","137879366956","380"
"93_100_1","93","Dragon","100","Dragon","-1125266813700","352"
"93_100_2","93","Dragon","100","Dragon","21216381345","663"
"93_100_3","93","Dragon","100","Dragon","-1842340593146","273"
"93_100_5","93","Dragon","100","Dragon","-2199537155043","320"
"93_100_6","93","Dragon","100","Dragon","147343027696","537"
"29_100_0","29","Dragon","100","Dragon","-269742923402","118"
"29_100_1","29","Dragon","100","Dragon","851839657550","339"
"29_100_2","29","Dragon","100","Dragon","-2058439296211","539"
"29_100_3","29","Dragon","100","Dragon","444970035027","219"
"29_100_5","29","Dragon","100","Dragon","276728582940","629"
"29_100_6","29","Dragon","100","Dragon","-696356857085","608"
"29_100_7","29","Dragon","100","Dragon","-681863601899","168"
"4_100_0","4","Dragon","100","Dragon","-221793198015","445"
"4_100_1","4","Dragon","100","Dragon","-66284122420","667"
"99_101_0","99","Dragon","101","Dragon","-461911099737","586"
"99_101_1","99","Dragon","101","Dragon","55171620718","679"
"99_101_2","99","Dragon","101","Dragon","-1692091260035","225"
"99_101_3","99","Dragon","101","Dragon","385031345099","656"
"99_101_4","99","Dragon","101","Dragon","-1190062870649","290"
"1_101_0","1","Dragon","101","Dragon","-230063441159","482"
"1_101_3","1","Dragon","101","Dragon","196454932730","452"
"1_101_4","1","Dragon","101","Dragon","265614252423","549"
"1_101_5","1","Dragon","101","Dragon","-915293907400","700"
"1_101_6","1","Dragon","101","Dragon","-1907711951209","646"
"31_101_0","31","Dragon","101","Dragon","-2166163087127","544"
"31_101_1","31","Dragon","101","Dragon","-1318846135830","209"
"31_101_2","31","Dragon","101","Dragon","752782063832","499"
"31_101_3","31","Dragon","101","Dragon","-9095857022","608"
"31_101_4","31","Dragon","101","Dragon","-1952535834476","472"
"31_101_5","31","Dragon","101","Dragon","-998002810583","341"
"24_102_0","24","Dragon","102","Dragon","-1693720902300","481"
"24_102_1","24","Dragon","102","Dragon","-1200270999276","681"
"24_102_2","24","Dragon","102","Dragon","407244268973","481"
"24_102_4","24","Dragon","102","Dragon","-1315708704192","405"
"45_102_0","45","Dragon","102","Dragon","-714829950621","370"
"45_102_1","45","Dragon","102","Dragon","-1278393238263","204"
"45_102_2","45","Dragon","102","Dragon","-532382497045","125"
"5_102_1","5","Dragon","102","Dragon","-1806781619971","474"
"5_102_2","5","Dragon","102","Dragon","-1315370523044","694"
"5_102_3","5","Dragon","102","Dragon","-794744271369","111"
"73_103_0","73","Dragon","103","Dragon","409322713224","590"
"73_103_1","73","Dragon","103","Dragon","-1781667068794","696"
"73_103_2","73","Dragon","103","Dragon","-157712053616","331"
"73_103_3","73","Dragon","103","Dragon","-1540654117096","117"
"5_103_0","5","Dragon","103","Dragon","-1332635998395","243"
"5_103_1","5","Dragon","103","Dragon","-750825712977","582"
"5_103_4","5","Dragon","103","Dragon","-1657706216563","556"
"97_103_1","97","Dragon","103","Dragon","-1460456169021","141"
"97_103_2","97","Dragon","103","Dragon","389139597566","509"
"97_103_3","97","Dragon","103","Dragon","-1777161871026","384"
"97_103_4","97","Dragon","103","Dragon","-1819847239919","460"
"90_104_1","90","Dragon","104","Dragon","-1484545812924","539"
"90_104_3","90","Dragon","104","Dragon","354425513023","225"
"90_104_4","90","Dragon","104","Dragon","-295391222093","512"
"2_104_0","2","Dragon","104","Dragon","173582624105","398"
"2_104_1","2","Dragon","104","Dragon","-516907361631","403"
"2_104_3","2","Dragon","104","Dragon","817256473074","473"
"2_104_5","2","Dragon","104","Dragon","601874428675","683"
"2_104_6","2","Dragon","104","Dragon","-1983686758303","494"
"2_104_7","2","Dragon","104","Dragon","-2154806446819","192"
"94_104_0","94","Dragon","104","Dragon","-520337576938","246"
"94_104_2","94","Dragon","104","Dragon","-383352471017","231"
"9_105_0","9","Dragon","105","Dragon","-1311916493680","309"
"9_105_1","9","Dragon","105","Dragon","-2198903730181","150"
"9_105_2","9","Dragon","105","Dragon","453147725691","365"
"9_105_4","9","Dragon","105","Dragon","771987090467","407"
"14_105_0","14","Dragon","105","Dragon","203809140214","336"
"14_105_1","14","Dragon","105","Dragon","-441011324338","653"
"14_105_2","14","Dragon","105","Dragon","-259098295995","323"
"14_105_3","14","Dragon","105","Dragon","-558441394197","254"
"14_105_4","14","Dragon","105","Dragon","-1366377627539","594"
"14_105_5","14","Dragon","105","Dragon","160353108313","592"
"73_105_0","73","Dragon","105","Dragon","-1565246517790","103"
"73_105_1","73","Dragon","105","Dragon","-2151527328045","454"
"73_105_2","73","Dragon","105","Dragon","-1648849155333","405"
"73_105_4","73","Dragon","105","Dragon","-487740436939","245"
"57_106_0","57","Dragon","106","Dragon","-1736181127139","650"
"57_106_3","57","Dragon","106","Dragon","820300688400","551"
"52_106_3","52","Dragon","106","Dragon","-921924123740","463"
"52_106_4","52","Dragon","106","Dragon","-1354314848307","525"
"2_106_0","2","Dragon","106","Dragon","236124255807","664"
"2_106_2","2","Dragon","106","Dragon","-320589018418","559"
"2_106_3","2","Dragon","106","Dragon","-1416415724772","677"
"2_106_5","2","Dragon","106","Dragon","785332212973","588"
"2_106_6","2","Dragon","106","Dragon","-172866875010","167"
"2_106_7","2","Dragon","106","Dragon","577427616810","531"
"74_107_0","74","Dragon","107","Dragon","-280937773786","283"
"74_107_1","74","Dragon","107","Dragon","-1710142956087","186"
"74_107_2","74","Dragon","107","Dragon","-650752217885","174"
"9_107_0","9","Dragon","107","Dragon","-1501744624126","300"
"9_107_1","9","Dragon","107","Dragon","-1278345774860","452"
"9_107_2","9","Dragon","107","Dragon","-2007638910679","578"
"9_107_3","9","Dragon","107","Dragon","501071717402","544"
"9_107_4","9","Dragon","107","Dragon","-553160268199","255"
"9_107_5","9","Dragon","107","Dragon","98573192824","700"
"9_107_6","9","Dragon","107","Dragon","465962201140","650"
"19_107_3","19","Dragon","107","Dragon","-579207507008","311"
"19_107_4","19","Dragon","107","Dragon","-863110201340","503"
"19_107_5","19","Dragon","107","Dragon","-1056602292374","614"
"19_107_6","19","Dragon","107","Dragon","843766016976","580"
"8_108_0","8","Dragon","108","Dragon","142020461751","502"
"8_108_1","8","Dragon","108","Dragon","-59256111350","480"
"8_108_3","8","Dragon","108","Dragon","-365422371793","113"
"8_108_4","8","Dragon","108","Dragon","-1053609735655","249"
"8_108_5","8","Dragon","108","Dragon","-498953607074","132"
"8_108_6","8","Dragon","108","Dragon","-1064036518180","415"
"1_108_1","1","Dragon","108","Dragon","455220579904","367"
"1_108_2","1","Dragon","108","Dragon","-595964167177","106"
"1_108_3","1","Dragon","108","Dragon","-690787831693","277"
"1_108_4","1","Dragon","108","Dragon","-464665526215","254"
"1_108_7","1","Dragon","108","Dragon","-1021778517645","144"
"2_108_0","2","Dragon","108","Dragon","-961831139669","173"
"2_108_1","2","Dragon","108","Dragon","-1614037923319","185"
"2_108_3","2","Dragon","108","Dragon","-1973582030853","449"
"2_108_4","2","Dragon","108","Dragon","548341482122","489"
"2_108_6","2","Dragon","108","Dragon","-29118006368","242"
"32_109_0","32","Dragon","109","Dragon","817319922619","438"
"32_109_1","32","Dragon","109","Dragon","-1577049280581","412"
"32_109_2","32","Dragon","109","Dragon","356716751838","475"
"32_109_3","32","Dragon","109","Dragon","-38686251686","467"
"51_109_1","51","Dragon","109","Dragon","252246150751","256"
"51_109_2","51","Dragon","109","Dragon","-83082066751","274"
"51_109_3","51","Dragon","109","Dragon","-1781578494665","122"
"51_109_4","51","Dragon","109","Dragon","-67311496799","228"
"51_109_5","51","Dragon","109","Dragon","306304244559","694"
"51_109_6","51","Dragon","109","Dragon","242767386458","678"
"71_109_0","71","Dragon","109","Dragon","753912968874","136"
"71_109_1","71","Dragon","109","Dragon","-477827643951","557"
"71_109_2","71","Dragon","109","Dragon","222994181937","233"
"71_109_3","71","Dragon","109","Dragon","512249690133","564"
"16_110_1","16","Dragon","110","Dragon","191876934628","376"
"16_110_3","16","Dragon","110","Dragon","-1543551716917","110"
"16_110_4","16","Dragon","110","Dragon","-956302119489","100"
"16_110_5","16","Dragon","110","Dragon","-1646739224213","148"
"20_110_0","20","Dragon","110","Dragon","-1772250019316","403"
"20_110_1","20","Dragon","110","Dragon","509844885758","475"
"20_110_2","20","Dragon","110","Dragon","673014149107","153"
"20_110_3","20","Dragon","110","Dragon","350994844338","561"
"12_110_0","12","Dragon","110","Dragon","-841046922670","362"
"12_110_1","12","Dragon","110","Dragon","-1322196388888","115"
"12_110_3","12","Dragon","110","Dragon","417213625339","633"
"74_111_0","74","Dragon","111","Dragon","56565950538","667"
"74_111_1","74","Dragon","111","Dragon","-2134664044659","406"
"74_111_2","74","Dragon","111","Dragon","90888586893","142"
"74_111_3","74","Dragon","111","Dragon","-25316402882","194"
"82_111_0","82","Dragon","111","Dragon","-2177325810366","646"
"82_111_1","82","Dragon","111","Dragon","-520454458474","378"
"82_111_2","82","Dragon","111","Dragon","-1021239264804","251"
"82_111_3","82","Dragon","111","Dragon","56196029943","372"
"46_111_0","46","Dragon","111","Dragon","-601320981534","634"
"46_111_1","46","Dragon","111","Dragon","-1873619808491","528"
"46_111_2","46","Dragon","111","Dragon","-243751190053","444"
"46_111_3","46","Dragon","111","Dragon","-546972387610","488"
"46_111_4","46","Dragon","111","Dragon","-588269316189","365"
"46_111_5","46","Dragon","111","Dragon","155751003835","106"
"46_111_6","46","Dragon","111","Dragon","813215886339","269"
"15_112_1","15","Dragon","112","Dragon","251766671410","658"
"22_112_2","22","Dragon","112","Dragon","-1486200146842","158"
"22_112_3","22","Dragon","112","Dragon","-1744174983596","574"
"22_112_4","22","Dragon","112","Dragon","-1422786420315","403"
"22_112_5","22","Dragon","112","Dragon","-2083842896061","353"
"11_112_0","11","Dragon","112","Dragon","-1975628046681","203"
"11_112_1","11","Dragon","112","Dragon","823576983097","349"
"11_112_3","11","Dragon","112","Dragon","-1166706452740","254"
"6_113_1","6","Dragon","113","Dragon","549334970662","359"
"6_113_3","6","Dragon","113","Dragon","380279735037","281"
"12_113_0","12","Dragon","113","Dragon","732517102197","110"
"12_113_1","12","Dragon","113","Dragon","-1043282583190","433"
"12_113_2","12","Dragon","113","Dragon","-262065840830","223"
"12_113_4","12","Dragon","113","Dragon","434992582387","177"
"12_113_5","12","Dragon","113","Dragon","-368326452447","626"
"10_113_0","10","Dragon","113","Dragon","854283558056","651"
"10_113_1","10","Dragon","113","Dragon","-2000687978309","199"
"10_113_3","10","Dragon","113","Dragon","-74124424275","413"
"10_113_4","10","Dragon","113","Dragon","451158003565","206"
"10_113_5","10","Dragon","113","Dragon","-699573749947","159"
"24_114_0","24","Dragon","114","Dragon","351398446504","415"
"24_114_1","24","Dragon","114","Dragon","535859096792","329"
"24_114_3","24","Dragon","114","Dragon","240015557685","416"
"71_114_0","71","Dragon","114","Dragon","677586018912","205"
"71_114_1","71","Dragon","114","Dragon","266061552880","447"
"71_114_3","71","Dragon","114","Dragon","-840430227289","566"
"97_114_0","97","Dragon","114","Dragon","-1002501920977","464"
"97_114_1","97","Dragon","114","Dragon","825227923542","615"
"97_114_2","97","Dragon","114","Dragon","-1948288838555","628"
"97_114_3","97","Dragon","114","Dragon","-1345843200147","323"
"97_114_4","97","Dragon","114","Dragon","551990596303","291"
"97_114_6","97","Dragon","114","Dragon","-580791491299","606"
"90_115_2","90","Dragon","115","Dragon","431660887884","667"
"90_115_4","90","Dragon","115","Dragon","49873055008","346"
"4_115_1","4","Dragon","115","Dragon","-1953144041545","530"
"4_115_2","4","Dragon","115","Dragon","492661363288","439"
"4_115_5","4","Dragon","115","Dragon","-1420914072122","508"
"4_115_6","4","Dragon","115","Dragon","-484341863384","131"
"73_115_0","73","Dragon","115","Dragon","-1652193603208","372"
"73_115_1","73","Dragon","115","Dragon","-2091566997136","438"
"73_115_2","73","Dragon","115","Dragon","-477697161421","599"
"73_115_3","73","Dragon","115","Dragon","-1084421017597","240"
"36_116_0","36","Dragon","116","Dragon","227853464878","113"
"36_116_1","36","Dragon","116","Dragon","644006758683","640"
"36_116_2","36","Dragon","116","Dragon","483461544988","468"
"36_116_3","36","Dragon","116","Dragon","-139706853568","699"
"48_116_0","48","Dragon","116","Dragon","-1686396988722","152"
"48_116_1","48","Dragon","116","Dragon","-271480806232","325"
"3_116_0","3","Dragon","116","Dragon","778338990633","229"
"3_116_1","3","Dragon","116","Dragon","-1789090292799","415"
"3_116_3","3","Dragon","116","Dragon","-473890116537","606"
"3_116_4","3","Dragon","116","Dragon","-1103084603604","642"
"3_116_5","3","Dragon","116","Dragon","-1392778115428","149"
"3_116_6","3","Dragon","116","Dragon","653398013357","232"
"3_116_7","3","Dragon","116","Dragon","-108023188377","656"
"75_117_0","75","Dragon","117","Dragon","-967011909357","274"
"75_117_2","75","Dragon","117","Dragon","-656374776387","386"
"75_117_4","75","Dragon","117","Dragon","-1126174683981","429"
"75_117_5","75","Dragon","117","Dragon","103656539370","508"
"75_117_6","75","Dragon","117","Dragon","202925905983","441"
"65_117_0","65","Dragon","117","Dragon","935440013121","569"
"65_117_1","65","Dragon","117","Dragon","-1167030458987","537"
"65_117_5","65","Dragon","117","Dragon","-2125753645760","543"
"115_117_0","115","Dragon","117","Dragon","737599403792","394"
"115_117_1","115","Dragon","117","Dragon","-406881081478","253"
"115_117_2","115","Dragon","117","Dragon","-459853896298","485"
"115_117_3","115","Dragon","117","Dragon","-1582087056547","162"
"115_117_4","115","Dragon","117","Dragon","-1369767278390","314"
"115_117_6","115","Dragon","117","Dragon","-1761802953850","321"
"1_118_0","1","Dragon","118","Dragon","-1752928728425","162"
"61_118_1","61","Dragon","118","Dragon","614142529305","192"
"61_118_2","61","Dragon","118","Dragon","-947138194888","327"
"61_118_5","61","Dragon","118","Dragon","640512566119","432"
"61_118_6","61","Dragon","118","Dragon","-1385270785386","197"
"2_118_0","2","Dragon","118","Dragon","-1845162205230","425"
"2_118_1","2","Dragon","118","Dragon","231929436708","671"
"2_118_2","2","Dragon","118","Dragon","-1675085955362","424"
"2_118_3","2","Dragon","118","Dragon","29863145296","256"
"2_118_4","2","Dragon","118","Dragon","-2106467467386","597"
"81_119_0","81","Dragon","119","Dragon","-1808209217999","453"
"81_119_3","81","Dragon","119","Dragon","-528466765061","579"
"81_119_4","81","Dragon","119","Dragon","-542956956267","358"
"81_119_5","81","Dragon","119","Dragon","62677959098","373"
"10_119_2","10","Dragon","119","Dragon","-343967314619","177"
"10_119_3","10","Dragon","119","Dragon","315923283056","472"
"10_119_4","10","Dragon","119","Dragon","-1491213370309","351"
"10_119_5","10","Dragon","119","Dragon","74149941918","343"
"2_119_0","2","Dragon","119","Dragon","-122228776981","284"
"2_119_1","2","Dragon","119","Dragon","119803299122","289"
"2_119_2","2","Dragon","119","Dragon","-1479177378404","515"
"2_119_3","2","Dragon","119","Dragon","-1556017990216","337"
"2_119_4","2","Dragon","119","Dragon","-9336397187","659"
"2_119_5","2","Dragon","119","Dragon","-1659358957181","203"
"67_120_0","67","Dragon","120","Dragon","-331978600859","237"
"67_120_1","67","Dragon","120","Dragon","-2081739649976","428"
"67_120_2","67","Dragon","120","Dragon","-1203771972634","209"
"67_120_3","67","Dragon","120","Dragon","204585990824","447"
"67_120_5","67","Dragon","120","Dragon","-676260346228","226"
"61_120_3","61","Dragon","120","Dragon","-566582604895","262"
"61_120_5","61","Dragon","120","Dragon","685405685164","618"
"5_120_0","5","Dragon","120","Dragon","-694091708591","620"
"5_120_1","5","Dragon","120","Dragon","-524757052018","229"
"5_120_2","5","Dragon","120","Dragon","-1123209672094","317"
"5_120_3","5","Dragon","120","Dragon","12849960702","200"
"5_120_5","5","Dragon","120","Dragon","-828281179406","683"
"5_120_6","5","Dragon","120","Dragon","784493518257","280"
"37_121_0","37","Dragon","121","Dragon","-287877031777","383"
"37_121_1","37","Dragon","121","Dragon","-2135293676435","690"
"37_121_2","37","Dragon","121","Dragon","492153576865","284"
"37_121_3","37","Dragon","121","Dragon","67150342346","253"
"71_121_0","71","Dragon","121","Dragon","-889384555315","494"
"71_121_1","71","Dragon","121","Dragon","-757367032123","542"
"88_121_1","88","Dragon","121","Dragon","38257434121","606"
"88_121_2","88","Dragon","121","Dragon","-966658615406","523"
"4_122_0","4","Dragon","122","Dragon","655207761096","108"
"4_122_1","4","Dragon","122","Dragon","-234369924096","241"
"4_122_2","4","Dragon","122","Dragon","-1017022459890","357"
"4_122_3","4","Dragon","122","Dragon","-304644763230","201"
"4_122_5","4","Dragon","122","Dragon","-1456155787783","412"
"2_122_1","2","Dragon","122","Dragon","-2072746941864","611"
"2_122_2","2","Dragon","122","Dragon","-470250533630","198"
"2_122_3","2","Dragon","122","Dragon","786779102381","195"
"2_122_4","2","Dragon","122","Dragon","-1491321259262","297"
"2_122_5","2","Dragon","122","Dragon","536852889305","531"
"5_122_1","5","Dragon","122","Dragon","90174272511","583"
"5_122_2","5","Dragon","122","Dragon","-1150325848841","190"
"5_122_3","5","Dragon","122","Dragon","-48233389635","498"
"5_122_4","5","Dragon","122","Dragon","-818055516391","266"
"93_123_0","93","Dragon","123","Dragon","-995762430218","151"
"93_123_2","93","Dragon","123","Dragon","-1825716804848","550"
"93_123_3","93","Dragon","123","Dragon","-252823847642","292"
"93_123_4","93","Dragon","123","Dragon","-56766584958","489"
"93_123_5","93","Dragon","123","Dragon","718681741853","397"
"6_123_0","6","Dragon","123","Dragon","-411444362783","207"
"6_123_1","6","Dragon","123","Dragon","-1405803458237","666"
"6_123_2","6","Dragon","123","Dragon","791094778634","158"
"1_123_0","1","Dragon","123","Dragon","-820740343932","457"
"1_123_1","1","Dragon","123","Dragon","-248494458034","582"
"1_123_3","1","Dragon","123","Dragon","-1122565311396","532"
"1_123_4","1","Dragon","123","Dragon","-811641033248","440"
"75_124_2","75","Dragon","124","Dragon","328608570275","509"
"14_124_4","14","Dragon","124","Dragon","-1187930828945","302"
"14_124_5","14","Dragon","124","Dragon","693334648418","624"
"14_124_6","14","Dragon","124","Dragon","-1807031739126","666"
"89_124_1","89","Dragon","124","Dragon","-2030707075777","541"
"89_124_3","89","Dragon","124","Dragon","457379699460","362"
"7_125_0","7","Dragon","125","Dragon","-1989894162130","509"
"7_125_1","7","Dragon","125","Dragon","-1780495646052","606"
"7_125_3","7","Dragon","125","Dragon","-98700120014","685"
"7_125_4","7","Dragon","125","Dragon","246305012348","324"
"7_125_6","7","Dragon","125","Dragon","-830403938552","175"
"3_125_0","3","Dragon","125","Dragon","-1262682094820","437"
"3_125_1","3","Dragon","125","Dragon","-843516704462","398"
"3_125_2","3","Dragon","125","Dragon","-25522460963","672"
"16_125_0","16","Dragon","125","Dragon","-2109418754967","603"
"16_125_1","16","Dragon","125","Dragon","-630536129333","400"
"16_125_2","16","Dragon","125","Dragon","484182427772","606"
"16_125_3","16","Dragon","125","Dragon","-828400480866","580"
"16_125_4","16","Dragon","125","Dragon","-889346891061","285"
"125_126_1","125","Dragon","126","Dragon","-1891651762311","680"
"125_126_3","125","Dragon","126","Dragon","-1462821919560","168"
"125_126_4","125","Dragon","126","Dragon","687766358368","465"
"125_126_5","125","Dragon","126","Dragon","545624722091","270"
"22_126_3","22","Dragon","126","Dragon","-130160524672","434"
"22_126_4","22","Dragon","126","Dragon","-2086633550788","206"
"67_126_1","67","Dragon","126","Dragon","834776471975","312"
"67_126_2","67","Dragon","126","Dragon","163471571557","141"
"67_126_3","67","Dragon","126","Dragon","-1538684015969","655"
"67_126_4","67","Dragon","126","Dragon","101294791590","520"
"14_127_2","14","Dragon","127","Dragon","-868652217638","540"
"28_127_0","28","Dragon","127","Dragon","221790675281","129"
"28_127_1","28","Dragon","127","Dragon","-1405828396059","188"
"28_127_2","28","Dragon","127","Dragon","-1437219960440","216"
"28_127_3","28","Dragon","127","Dragon","731886576584","648"
"28_127_4","28","Dragon","127","Dragon","837486253554","248"
"10_127_1","10","Dragon","127","Dragon","73306967264","136"
"10_127_2","10","Dragon","127","Dragon","-2107534907199","552"
"0_128_0","0","Dragon","128","Dragon","-1574897995524","670"
"0_128_2","0","Dragon","128","Dragon","-1497885497269","687"
"0_128_4","0","Dragon","128","Dragon","-205161164341","287"
"0_128_5","0","Dragon","128","Dragon","-1147967226431","351"
"0_128_6","0","Dragon","128","Dragon","-2065169030220","652"
"0_128_7","0","Dragon","128","Dragon","-1216045635409","274"
"41_128_0","41","Dragon","128","Dragon","429633941569","480"
"41_128_2","41","Dragon","128","Dragon","191399937679","377"
"41_128_3","41","Dragon","128","Dragon","-346398621987","301"
"36_128_0","36","Dragon","128","Dragon","-1375921874452","183"
"36_128_2","36","Dragon","128","Dragon","-257832282305","394"
"36_128_3","36","Dragon","128","Dragon","-1730909974270","431"
"0_129_0","0","Dragon","129","Dragon","263511113997","405"
"0_129_1","0","Dragon","129","Dragon","-1282509466591","648"
"14_129_2","14","Dragon","129","Dragon","-124390098783","152"
"14_129_3","14","Dragon","129","Dragon","-2198476293638","251"
"12_129_0","12","Dragon","129","Dragon","-1457162924104","340"
"12_129_1","12","Dragon","129","Dragon","-1888303051295","238"
"12_129_3","12","Dragon","129","Dragon","406364466731","358"
"25_130_1","25","Dragon","130","Dragon","899268289215","663"
"25_130_2","25","Dragon","130","Dragon","-1058357039496","498"
"25_130_3","25","Dragon","130","Dragon","-86130053542","107"
"25_130_4","25","Dragon","130","Dragon","-184649736406","327"
"17_130_0","17","Dragon","130","Dragon","191963668873","382"
"17_130_1","17","Dragon","130","Dragon","-2001187708461","494"
"17_130_2","17","Dragon","130","Dragon","698916777268","466"
"6_130_7","6","Dragon","130","Dragon","-438014483574","565"
"78_131_1","78","Dragon","131","Dragon","-1684122723500","551"
"78_131_2","78","Dragon","131","Dragon","-541531427048","331"
"78_131_3","78","Dragon","131","Dragon","-492662283777","295"
"78_131_5","78","Dragon","131","Dragon","934652016214","124"
"78_131_6","78","Dragon","131","Dragon","-1508520332758","103"
"60_131_0","60","Dragon","131","Dragon","167265428250","135"
"60_131_1","60","Dragon","131","Dragon","-1289903909832","126"
"60_131_2","60","Dragon","131","Dragon","363215227789","198"
"60_131_3","60","Dragon","131","Dragon","-73034532457","290"
"60_131_4","60","Dragon","131","Dragon","-796964435895","217"
"118_131_0","118","Dragon","131","Dragon","-1369496564317","435"
"118_131_2","118","Dragon","131","Dragon","-122307168082","336"
"116_132_3","116","Dragon","132","Dragon","741638330572","449"
"116_132_4","116","Dragon","132","Dragon","-1368026707129","410"
"116_132_5","116","Dragon","132","Dragon","-166244596507","465"
"116_132_6","116","Dragon","132","Dragon","-1917253628996","254"
"116_132_7","116","Dragon","132","Dragon","514060105288","550"
"98_132_0","98","Dragon","132","Dragon","243852485456","225"
"98_132_1","98","Dragon","132","Dragon","-1822822842393","560"
"98_132_2","98","Dragon","132","Dragon","-239398814013","196"
"98_132_4","98","Dragon","132","Dragon","-2041173859620","449"
"98_132_7","98","Dragon","132","Dragon","17736932474","203"
"14_132_0","14","Dragon","132","Dragon","-1419400947185","681"
"14_132_1","14","Dragon","132","Dragon","-1889925219890","167"
"14_132_3","14","Dragon","132","Dragon","-1185325903469","187"
"110_133_0","110","Dragon","133","Dragon","-391755719795","423"
"110_133_1","110","Dragon","133","Dragon","561295271201","189"
"110_133_2","110","Dragon","133","Dragon","-906872511760","677"
"110_133_3","110","Dragon","133","Dragon","-1857534482772","582"
"110_133_4","110","Dragon","133","Dragon","40064896170","503"
"4_133_0","4","Dragon","133","Dragon","-735514305320","649"
"4_133_2","4","Dragon","133","Dragon","872294438908","356"
"4_133_3","4","Dragon","133","Dragon","-2044062821546","385"
"4_133_4","4","Dragon","133","Dragon","-1358491612418","533"
