tconst	averageRating	numVotes
tt0040004	6.8	9
tt0040005	5.3	30
tt0040006	7.7	28
tt0040007	6.9	75
tt0040008	5.7	70
tt0040009	7.4	281
tt0040010	6.6	30
tt0040012	7.1	412
tt0040014	6.0	48
tt0040015	5.5	21
tt0040016	7.2	126
tt0040018	6.6	78
tt0040019	7.3	1994
tt0040020	7.2	94
tt0040021	7.2	55
tt0040028	6.5	13
tt0040030	5.0	6
tt0040033	5.8	6
tt0040034	7.0	120
tt0040036	8.4	24
tt0040038	8.8	5
tt0040041	7.6	98
tt0040042	7.8	25
tt0040045	5.1	14
tt0040048	7.5	74
tt0040049	8.2	73
tt0040051	7.8	202
tt0040053	7.8	1108
tt0040063	6.1	93
tt0040064	7.1	8206
tt0040065	6.5	6
tt0040066	7.3	345
tt0040067	7.4	352
tt0040068	7.4	14624
tt0040069	6.9	7
tt0040071	6.9	750
tt0040072	7.0	578
tt0040074	6.3	45
tt0040075	6.4	41
tt0040076	7.0	2765
tt0040077	6.9	121
tt0040078	5.2	82
tt0040079	7.8	39
tt0040080	6.5	487
tt0040081	6.0	37
tt0040082	6.6	600
tt0040083	4.8	5
tt0040085	6.4	77
tt0040086	7.0	22
tt0040087	7.4	1622
tt0040088	7.2	73
tt0040089	5.9	187
tt0040090	6.6	233
tt0040091	8.0	39
tt0040092	7.0	1381
tt0040093	7.1	12
tt0040094	6.4	84
tt0040095	5.8	82
tt0040096	7.1	281
tt0040097	6.2	219
tt0040098	6.7	2421
tt0040099	5.4	5
tt0040100	7.3	132
tt0040101	6.3	196
tt0040102	7.1	444
tt0040103	5.9	90
tt0040104	7.2	888
tt0040105	7.0	61
tt0040106	5.8	135
tt0040107	6.1	275
tt0040109	6.4	1361
tt0040110	8.2	11
tt0040111	6.9	73
tt0040112	6.4	126
tt0040113	6.4	121
tt0040114	6.8	195
tt0040118	5.7	22
tt0040119	5.8	76
tt0040137	6.9	745
tt0040139	5.5	15
tt0040141	6.2	638
tt0040142	5.2	968
tt0040143	7.6	782
tt0040144	5.9	8
tt0040145	7.8	6
tt0040146	5.8	16
tt0040148	6.8	178
tt0040149	4.6	11
tt0040150	6.1	31
tt0040151	6.0	67
tt0040152	6.3	96
tt0040153	6.6	785
tt0040154	5.9	123
tt0040155	6.8	2905
tt0040156	7.1	145
tt0040157	5.8	35
tt0040158	6.7	206
tt0040159	6.5	203
tt0040160	7.7	7681
tt0040161	6.9	33
tt0040162	5.3	53
tt0040163	7.0	466
tt0040164	5.8	14
tt0040166	6.2	276
tt0040167	6.3	340
tt0040168	7.3	12
tt0040169	6.1	95
tt0040170	6.3	251
tt0040171	6.4	77
tt0040172	6.5	87
tt0040173	6.6	131
tt0040174	6.7	139
tt0040175	6.9	2350
tt0040176	6.9	64
tt0040177	5.5	8
tt0040178	6.5	855
tt0040180	7.3	20
tt0040181	6.4	356
tt0040182	6.5	100
tt0040183	5.3	239
tt0040185	6.7	2606
tt0040186	5.3	123
tt0040187	6.4	361
tt0040188	3.8	15
tt0040189	5.8	190
tt0040190	8.0	1057
tt0040191	6.7	15
tt0040192	7.8	851
tt0040194	5.5	16
tt0040196	5.6	37
tt0040197	7.4	237
tt0040199	5.9	51
tt0040200	5.8	132
tt0040201	6.3	26
tt0040202	7.4	7896
tt0040204	7.2	83
tt0040207	6.8	6
tt0040208	6.8	26
tt0040210	6.5	336
tt0040212	6.0	21
tt0040213	7.6	38
tt0040214	6.0	416
tt0040215	6.7	74
tt0040217	6.8	282
tt0040218	7.2	705
tt0040221	7.0	3182
tt0040222	7.0	8
tt0040223	7.0	363
tt0040224	6.7	37
tt0040225	6.9	36
tt0040227	6.7	26
tt0040228	5.3	6
tt0040229	6.3	230
tt0040230	7.4	18
tt0040235	6.8	83
tt0040236	7.4	69
tt0040237	6.1	105
tt0040239	5.6	19
tt0040240	5.9	53
tt0040241	7.4	12
tt0040242	7.3	1867
tt0040243	6.6	63
tt0040245	6.7	706
tt0040246	6.6	414
tt0040249	5.9	194
tt0040250	5.8	56
tt0040251	5.7	72
tt0040253	5.5	45
tt0040254	4.9	186
tt0040255	7.9	380
tt0040256	5.0	6
tt0040257	7.2	2391
tt0040259	5.8	29
tt0040260	6.5	344
tt0040261	7.6	336
tt0040262	7.6	633
tt0040264	5.4	10
tt0040265	7.0	7
tt0040266	6.2	57
tt0040267	5.7	153
tt0040268	5.4	119
tt0040269	5.9	16
tt0040270	6.3	1197
tt0040271	6.6	1078
tt0040272	5.5	51
tt0040273	6.6	237
tt0040275	7.1	986
tt0040276	7.0	141
tt0040277	7.9	33
tt0040278	8.1	16
tt0040280	5.5	51
tt0040281	6.7	213
tt0040282	6.4	66
tt0040283	5.3	21
tt0040284	5.7	73
tt0040285	6.2	25
tt0040286	7.1	25
tt0040287	5.8	159
tt0040288	6.9	209
tt0040289	3.9	101
tt0040292	7.7	228
tt0040293	5.9	8
tt0040294	4.4	17
tt0040296	6.2	352
tt0040297	6.7	33
tt0040298	7.1	501
tt0040299	7.2	326
tt0040300	7.3	107
tt0040302	5.5	124
tt0040303	7.3	424
tt0040304	6.2	59
tt0040305	6.9	200
tt0040308	7.4	8521
tt0040309	6.0	125
tt0040310	8.4	7
tt0040313	6.3	91
tt0040315	6.7	191
tt0040316	7.5	24
tt0040317	6.1	1453
tt0040320	6.5	6
tt0040321	7.2	901
tt0040322	7.5	72
tt0040324	6.3	9
tt0040325	6.6	288
tt0040327	7.2	63
tt0040328	6.1	184
tt0040330	6.4	281
tt0040331	6.4	2033
tt0040333	6.6	120
tt0040335	7.2	839
tt0040336	6.6	159
tt0040338	7.7	7649
tt0040339	6.9	127
tt0040340	7.6	81
tt0040341	7.9	259
tt0040342	6.4	182
tt0040343	7.0	6
tt0040344	7.6	11
tt0040345	7.5	17
tt0040346	7.0	369
tt0040347	6.5	334
tt0040348	6.8	62
tt0040349	6.2	129
tt0040350	7.4	323
tt0040351	5.4	9
tt0040352	6.4	215
tt0040353	6.2	646
tt0040354	6.2	25
tt0040355	6.7	194
tt0040356	7.7	54
tt0040357	5.8	9
tt0040358	6.3	32
tt0040359	1.6	5
tt0040360	5.8	37
tt0040361	7.7	1383
tt0040362	5.9	53
tt0040363	4.5	12
tt0040364	6.9	173
tt0040365	6.6	167
tt0040366	7.3	5758
tt0040367	7.3	6756
tt0040368	7.1	10
tt0040369	7.5	16272
tt0040370	7.1	742
tt0040372	6.7	6
tt0040374	5.8	8
tt0040376	5.6	30
tt0040378	7.4	82
tt0040379	6.9	514
tt0040380	6.7	331
tt0040381	6.6	78
tt0040382	5.6	33
tt0040383	6.8	87
tt0040385	6.4	105
tt0040386	6.1	32
tt0040387	5.6	23
tt0040388	5.8	68
tt0040390	5.9	102
tt0040392	7.4	8
tt0040393	6.5	102
tt0040394	6.4	477
tt0040395	6.5	621
tt0040396	7.4	37
tt0040397	7.3	1065
tt0040399	6.0	115
tt0040400	5.9	8
tt0040401	5.3	162
tt0040402	6.2	327
tt0040406	5.7	6
tt0040407	6.8	348
tt0040409	6.0	107
tt0040410	7.1	10
tt0040411	6.2	137
tt0040413	6.4	68
tt0040414	5.8	21
tt0040415	6.9	214
tt0040416	7.6	15136
tt0040418	6.6	2054
tt0040419	6.6	18
tt0040421	6.9	245
tt0040422	7.9	1608
tt0040423	7.0	111
tt0040424	5.8	5
tt0040425	6.6	9
tt0040426	6.1	65
tt0040427	7.2	4999
tt0040428	5.3	73
tt0040429	7.8	359
tt0040430	6.2	77
tt0040431	6.2	259
tt0040432	5.6	198
tt0040433	6.1	52
tt0040434	6.3	53
tt0040435	6.3	91
tt0040436	5.0	5
tt0040437	6.3	78
tt0040438	6.7	581
tt0040439	6.7	13
tt0040441	7.2	21
tt0040443	6.6	420
tt0040444	6.8	2295
tt0040446	6.8	829
tt0040447	5.4	77
tt0040448	6.8	205
tt0040449	5.2	43
tt0040450	7.4	469
tt0040451	8.0	325
tt0040452	5.4	122
tt0040454	6.0	18
tt0040455	6.6	440
tt0040456	7.6	7
tt0040457	6.9	385
tt0040458	7.9	4939
tt0040459	7.3	281
tt0040460	6.7	204
tt0040461	6.3	23
tt0040462	7.4	334
tt0040463	7.2	64
tt0040464	6.3	172
tt0040465	6.8	163
tt0040467	6.6	162
tt0040469	7.1	68
tt0040470	6.7	57
tt0040471	6.8	383
tt0040472	6.1	825
tt0040473	6.3	236
tt0040474	6.9	183
tt0040476	5.3	12
tt0040477	6.2	44
tt0040478	6.4	764
tt0040479	5.0	55
tt0040481	7.2	1461
tt0040482	6.2	131
tt0040483	4.4	11
tt0040484	6.9	31
tt0040485	2.8	9
tt0040487	6.5	20
tt0040488	7.9	9
tt0040489	6.4	233
tt0040490	5.5	26
tt0040491	6.4	2801
tt0040492	6.8	13
tt0040493	6.8	19
tt0040494	7.3	728
tt0040495	7.7	4190
tt0040496	7.6	5
tt0040497	7.3	7465
tt0040498	6.9	855
tt0040499	7.0	1600
tt0040500	2.0	623
tt0040501	6.2	714
tt0040502	6.1	29
tt0040503	6.3	55
tt0040504	6.9	540
tt0040505	7.5	1272
tt0040506	7.8	36678
tt0040507	6.2	184
tt0040508	5.7	111
tt0040509	5.4	42
tt0040510	5.7	10
tt0040512	6.8	1043
tt0040513	5.2	496
tt0040514	7.5	674
tt0040515	7.8	1088
tt0040516	5.3	13
tt0040518	4.8	31
tt0040520	4.3	31
tt0040521	5.7	6
tt0040522	8.3	144190
tt0040524	6.3	69
tt0040525	7.6	26535
tt0040526	6.1	76
tt0040527	7.5	31
tt0040528	3.1	15
tt0040529	5.2	29
tt0040530	2.2	553
tt0040533	6.8	18
tt0040535	5.4	194
tt0040536	8.0	10908
tt0040537	7.4	68
tt0040538	5.8	5
tt0040539	7.0	8
tt0040540	4.5	53
tt0040541	7.4	389
tt0040543	6.1	106
tt0040544	6.3	133
tt0040546	4.1	16
tt0040547	7.0	17
tt0040548	7.0	342
tt0040549	5.0	6
tt0040550	6.6	1669
tt0040551	6.0	41
tt0040552	6.2	955
tt0040553	6.8	828
tt0040554	7.2	433
tt0040555	6.0	115
tt0040556	6.6	407
tt0040558	7.5	6281
tt0040559	6.7	597
tt0040560	6.5	125
tt0040561	6.5	58
tt0040562	6.5	20
tt0040563	5.0	7
tt0040565	5.6	90
tt0040566	6.7	202
tt0040567	6.3	81
tt0040568	6.5	41
tt0040569	6.9	8
tt0040571	7.0	40
tt0040572	3.2	5
tt0040573	5.9	29
tt0040574	6.8	43
tt0040577	7.2	456
tt0040578	5.9	881
tt0040579	6.1	48
tt0040580	6.3	4916
tt0040582	6.4	1085
tt0040585	5.9	105
tt0040586	7.0	82
tt0040587	5.8	446
tt0040588	7.1	853
tt0040589	5.5	20
tt0040590	6.2	243
tt0040593	6.1	69
tt0040594	6.6	826
tt0040596	6.6	61
tt0040597	6.9	881
tt0040599	6.8	251
tt0040601	7.1	254
tt0040602	6.6	124
tt0040603	5.1	136
tt0040604	6.1	168
tt0040605	6.4	239
tt0040607	7.1	2066
tt0040608	4.8	5
tt0040609	6.9	55
tt0040610	6.2	98
tt0040611	7.8	820
tt0040612	6.3	15
tt0040613	7.3	10118
tt0040614	6.4	1067
tt0040615	6.8	174
tt0040616	5.4	70
tt0040617	6.4	21
tt0040618	6.8	33
tt0040619	6.9	131
tt0040620	7.5	324
tt0040621	7.0	61
tt0040622	6.5	1130
tt0040623	7.1	124
tt0040624	6.3	234
tt0040625	7.4	1053
tt0040626	5.7	913
tt0040627	5.6	80
tt0040628	6.7	93
tt0040629	5.6	35
tt0040630	7.3	7
tt0040631	5.8	322
tt0040633	7.8	6
tt0040634	6.7	149
tt0040636	7.6	11974
tt0040637	6.3	42
tt0040639	7.5	68
tt0040641	6.7	373
tt0040642	6.3	57
tt0040643	7.1	1053
tt0040644	6.9	109
tt0040646	5.7	193
tt0040647	6.0	525
tt0040651	6.3	278
tt0040652	6.8	985
tt0040653	7.4	13
tt0040654	5.7	115
tt0040655	6.2	102
tt0040657	3.3	10
tt0040658	6.6	188
tt0040659	6.9	55
tt0040660	5.2	47
tt0040661	8.0	978
tt0040662	7.8	11162
tt0040663	7.0	21
tt0040664	5.9	570
tt0040665	6.1	779
tt0040666	6.5	208
tt0040667	7.0	68
tt0040668	5.8	209
tt0040669	6.7	1180
tt0040670	6.7	89
tt0040671	6.7	191
tt0040673	5.8	20
tt0040674	7.0	262
tt0040676	6.0	14
tt0040679	6.8	3738
tt0040681	7.7	272
tt0040682	6.9	653
tt0040683	7.1	126
tt0040684	5.7	16
tt0040685	6.9	14
tt0040687	5.8	137
tt0040689	7.4	87
tt0040690	7.0	170
tt0040691	6.2	64
tt0040694	7.0	4335
tt0040695	7.2	3031
tt0040696	5.9	122
tt0040697	6.8	245
tt0040698	6.5	299
tt0040699	7.8	11
tt0040700	6.6	5
tt0040701	5.8	5
tt0040702	5.7	6
tt0040703	6.6	124
tt0040704	6.6	61
tt0040705	7.7	6134
tt0040707	6.9	222
tt0040709	6.0	5
tt0040710	5.5	90
tt0040711	6.8	5
tt0040712	7.7	982
tt0040713	6.7	50
tt0040714	6.9	73
tt0040715	7.2	187
tt0040716	4.9	21
tt0040717	6.4	232
tt0040718	7.7	768
tt0040719	6.5	564
tt0040720	7.0	1928
tt0040722	6.5	93
tt0040723	7.2	4093
tt0040724	7.8	27832
tt0040725	8.1	30478
tt0040726	6.4	281
tt0040728	7.2	25
tt0040730	6.1	173
tt0040731	6.0	8
tt0040732	6.3	662
tt0040733	6.4	340
tt0040736	7.2	180
tt0040737	7.7	3626
tt0040738	6.1	165
tt0040739	4.3	51
tt0040740	7.3	2333
tt0040741	6.2	138
tt0040742	3.6	13
tt0040743	6.6	31
tt0040744	6.5	118
tt0040745	7.0	1898
tt0040746	8.0	128130
tt0040748	7.1	37
tt0040749	8.4	12
tt0040750	6.3	84
tt0040751	6.9	1026
tt0040752	5.3	7
tt0040753	6.5	237
tt0040754	7.0	84
tt0040755	7.3	436
tt0040758	6.6	410
tt0040759	6.7	176
tt0040760	7.9	1556
tt0040761	7.0	1594
tt0040762	6.0	282
tt0040763	7.9	95
tt0040764	6.5	43
tt0040765	7.8	3791
tt0040766	6.8	4371
tt0040767	6.9	268
tt0040768	6.2	15
tt0040769	6.5	48
tt0040772	7.6	18
tt0040773	6.7	280
tt0040774	6.0	5
tt0040775	6.9	24
tt0040777	6.2	5
tt0040778	6.5	234
tt0040779	6.4	285
tt0040780	6.3	75
tt0040781	7.7	363
tt0040782	6.5	112
tt0040783	6.7	21
tt0040784	6.0	10
tt0040785	6.4	532
tt0040786	6.2	18
tt0040787	6.9	117
tt0040788	6.8	198
tt0040789	6.6	1062
tt0040790	5.9	17
tt0040793	7.1	123
tt0040794	5.7	193
tt0040795	7.5	2109
tt0040796	6.7	18
tt0040797	6.0	76
tt0040798	6.8	1479
tt0040799	6.7	379
tt0040800	6.4	5
tt0040801	6.3	154
tt0040802	6.4	242
tt0040803	7.1	14
tt0040804	6.2	157
tt0040805	6.6	265
tt0040806	7.6	6789
tt0040808	5.9	215
tt0040809	6.9	542
tt0040810	6.5	219
tt0040811	6.4	25
tt0040812	6.5	22
tt0040813	6.4	157
tt0040815	6.1	26
tt0040816	6.1	178
tt0040819	5.3	7
tt0040820	6.9	2126
tt0040821	5.8	54
tt0040823	7.4	9594
tt0040824	7.2	410
tt0040825	6.7	470
tt0040826	5.9	35
tt0040827	5.6	40
tt0040829	6.4	1446
tt0040830	7.0	227
tt0040831	7.8	364
tt0040832	5.9	78
tt0040833	5.0	6
tt0040834	7.2	3437
tt0040835	6.6	1052
tt0040837	7.2	117
tt0040838	6.4	76
tt0040839	6.5	18
tt0040840	6.8	114
tt0040841	7.4	25
tt0040842	5.7	84
tt0040843	7.1	2662
tt0040844	3.7	167
tt0040845	7.2	16
tt0040846	6.4	12
tt0040847	7.3	397
tt0040848	5.8	501
tt0040849	6.5	337
tt0040850	6.9	35
tt0040851	6.8	84
tt0040852	7.0	941
tt0040853	3.8	8
tt0040854	5.4	8
tt0040855	5.8	104
tt0040857	4.4	11
tt0040858	7.0	25
tt0040859	7.0	117
tt0040860	5.0	11
tt0040861	6.5	312
tt0040862	5.8	1888
tt0040863	7.3	666
tt0040865	6.7	543
tt0040866	7.8	4382
tt0040867	6.9	19
tt0040868	6.2	286
tt0040869	5.9	646
tt0040870	6.6	764
tt0040871	6.8	240
tt0040872	7.5	6985
tt0040873	6.7	319
tt0040874	5.7	82
tt0040875	6.2	471
tt0040876	7.2	5668
tt0040877	6.6	131
tt0040878	7.3	598
tt0040879	6.4	47
tt0040880	6.8	75
tt0040883	3.7	10
tt0040884	6.3	1109
tt0040886	6.3	81
tt0040887	7.0	631
tt0040888	6.0	84
tt0040889	6.1	60
tt0040891	6.6	328
tt0040892	4.8	25
tt0040893	6.2	24
tt0040894	5.8	25
tt0040895	6.5	40
tt0040896	6.5	262
tt0040897	8.2	113051
tt0040898	8.0	643
tt0040900	7.2	30
tt0040901	6.1	17
tt0040902	6.9	345
tt0040903	5.5	8
tt0040904	6.0	7
tt0040905	6.6	225
tt0040906	6.0	42
tt0040907	8.0	1051
tt0040908	6.6	5
tt0040909	6.9	121
tt0040910	5.9	288
tt0040914	6.4	5
tt0040915	5.9	269
tt0040917	7.3	601
tt0040918	6.4	97
tt0040919	7.6	4564
tt0040920	5.2	530
tt0040921	5.6	54
tt0040925	6.0	186
tt0040926	7.0	335
tt0040927	4.3	7
tt0040928	7.6	506
tt0040929	6.2	10
tt0040930	6.8	360
tt0040931	5.8	24
tt0040932	5.6	50
tt0040933	4.2	5
tt0040934	6.8	845
tt0040936	5.8	85
tt0040937	6.0	12
tt0040938	5.6	16
tt0040940	6.5	272
tt0040941	6.2	60
tt0040942	7.3	236
tt0040946	6.6	2393
tt0040947	6.3	453
tt0040948	6.5	99
tt0040949	7.0	261
tt0040950	6.0	22
tt0040951	5.8	15
tt0040952	6.6	111
tt0040953	8.3	23
tt0040955	6.3	19
tt0040956	6.3	93
tt0040957	6.1	55
tt0040958	6.8	159
tt0040959	7.3	330
tt0040960	6.9	236
tt0040961	6.6	124
tt0040962	6.0	139
tt0040963	6.6	341
tt0040964	6.8	40
tt0040965	6.7	1057
tt0040966	4.8	233
tt0040970	7.6	1272
tt0040971	6.5	1048
tt0040972	6.8	32
tt0040973	4.8	19
tt0040974	6.6	1285
tt0040976	6.4	1137
tt0040977	7.1	16
tt0040978	7.4	4362
tt0040979	7.7	10229
tt0040980	7.2	1081
tt0040981	5.6	155
tt0040982	6.9	695
tt0040983	6.0	246
tt0040984	7.5	448
tt0040986	4.6	8
tt0040988	5.8	11
tt0040989	6.9	165
tt0040991	4.0	5
tt0040993	7.2	9
tt0040996	7.9	23
tt0041002	6.1	21
tt0041005	7.2	19
tt0041007	7.4	20
tt0041009	3.8	6
tt0041014	7.6	85
tt0041015	8.0	39
tt0041016	6.0	5
tt0041021	7.2	35
tt0041023	8.2	48
tt0041024	8.0	134
tt0041027	8.1	142
tt0041030	7.9	281
tt0041034	6.4	7
tt0041035	4.4	5
tt0041036	7.3	83
tt0041037	7.3	121
tt0041038	7.8	2047
tt0041039	8.1	120
tt0041040	7.3	67
tt0041042	7.5	38
tt0041044	6.9	16
tt0041048	7.7	12
tt0041049	5.6	5
tt0041050	7.9	28
tt0041051	6.6	7
tt0041053	8.9	8
tt0041054	8.1	9
tt0041060	6.6	20
tt0041061	8.0	163
tt0041069	7.1	12
tt0041076	8.0	11
tt0041079	3.9	8
tt0041082	6.0	154
tt0041083	5.2	39
tt0041084	6.6	297
tt0041085	6.9	3568
tt0041087	5.6	56
tt0041088	7.5	4374
tt0041089	6.3	465
tt0041090	7.5	19249
tt0041091	5.6	11
tt0041092	6.7	6
tt0041093	6.1	404
tt0041094	7.0	12978
tt0041095	6.1	59
tt0041096	6.8	67
tt0041098	6.2	3405
tt0041099	5.2	10
tt0041100	5.3	29
tt0041101	6.1	28
tt0041102	6.0	66
tt0041104	6.1	18
tt0041105	7.2	36
tt0041107	7.2	743
tt0041108	6.1	37
tt0041109	5.6	119
tt0041110	6.2	29
tt0041111	6.5	176
tt0041112	7.5	779
tt0041113	7.5	13140
tt0041114	6.2	6
tt0041115	5.9	328
tt0041116	6.2	32
tt0041117	6.5	536
tt0041119	4.6	5
tt0041120	6.4	149
tt0041122	5.9	155
tt0041123	7.3	468
tt0041124	6.8	223
tt0041125	6.5	103
tt0041126	6.7	7
tt0041127	6.9	727
tt0041128	6.0	22
tt0041130	5.5	19
tt0041131	5.6	113
tt0041132	4.6	7
tt0041133	5.2	164
tt0041134	6.0	335
tt0041136	6.1	29
tt0041137	7.2	88
tt0041138	5.8	17
tt0041139	2.6	15
tt0041140	4.6	18
tt0041141	7.6	529
tt0041142	7.5	938
tt0041144	6.8	256
tt0041145	5.6	93
tt0041146	7.6	1327
tt0041147	6.5	97
tt0041148	7.2	574
tt0041149	5.4	332
tt0041150	5.4	5
tt0041151	5.0	6
tt0041152	6.9	49
tt0041153	6.3	49
tt0041154	8.3	14296
tt0041155	6.7	85
tt0041156	5.5	37
tt0041158	7.0	2722
tt0041159	5.7	18
tt0041160	6.4	39
tt0041161	7.9	549
tt0041162	6.1	1612
tt0041163	7.4	6511
tt0041164	6.5	200
tt0041165	6.1	718
tt0041167	6.9	107
tt0041169	7.4	1457
tt0041170	6.3	18
tt0041171	5.7	11
tt0041172	7.0	2160
tt0041173	5.6	14
tt0041174	7.6	9
tt0041175	5.3	178
tt0041176	6.1	170
tt0041177	5.6	111
tt0041178	7.0	4092
tt0041179	5.7	446
tt0041180	6.5	11
tt0041181	6.4	732
tt0041182	6.4	977
tt0041183	6.4	48
tt0041185	7.6	7
tt0041186	7.0	43
tt0041187	6.0	918
tt0041188	6.6	147
tt0041189	6.7	152
tt0041190	6.4	461
tt0041191	5.9	15
tt0041193	5.2	30
tt0041195	5.6	158
tt0041196	5.8	264
tt0041198	7.1	2160
tt0041199	6.3	260
tt0041200	5.2	35
tt0041201	7.5	630
tt0041203	6.3	160
tt0041204	6.1	223
tt0041205	5.6	38
tt0041206	7.9	36
tt0041207	6.6	1579
tt0041208	6.5	76
tt0041209	5.8	105
tt0041210	6.6	165
tt0041211	6.6	81
tt0041212	6.2	40
tt0041213	6.4	236
tt0041215	6.5	51
tt0041216	5.0	5
tt0041217	7.3	375
tt0041218	6.0	220
tt0041219	6.7	7
tt0041220	6.0	315
tt0041221	5.3	55
tt0041223	5.9	577
tt0041224	5.7	7
tt0041225	6.6	46
tt0041226	5.4	10
tt0041227	6.1	85
tt0041228	6.5	60
tt0041230	6.1	24
tt0041231	7.7	861
tt0041232	6.9	312
tt0041236	5.9	36
tt0041237	6.9	21
tt0041238	6.3	518
tt0041239	7.4	3682
tt0041240	5.5	27
tt0041241	6.2	9
tt0041243	6.5	263
tt0041244	5.8	6
tt0041245	6.7	69
tt0041246	6.1	108
tt0041247	6.1	422
tt0041248	6.9	107
tt0041249	7.4	25
tt0041251	6.5	313
tt0041252	6.5	723
tt0041253	7.2	2315
tt0041255	6.7	173
tt0041256	6.0	8
tt0041257	7.2	1037
tt0041258	6.8	12
tt0041259	6.6	2159
tt0041260	6.1	781
tt0041261	7.0	27
tt0041262	7.2	301
tt0041263	6.6	638
tt0041264	6.7	123
tt0041265	5.2	10
tt0041266	6.8	491
tt0041267	6.4	178
tt0041268	7.5	7389
tt0041269	6.7	946
tt0041270	6.8	16
tt0041271	5.9	34
tt0041272	7.1	184
tt0041273	5.7	15
tt0041275	7.7	1042
tt0041276	5.2	32
tt0041277	5.4	160
tt0041278	6.1	582
tt0041279	5.6	24
tt0041280	7.0	30
tt0041281	5.0	37
tt0041282	6.3	16
tt0041283	5.4	43
tt0041284	7.4	10
tt0041285	6.0	140
tt0041286	6.5	195
tt0041287	6.7	66
tt0041289	5.8	58
tt0041291	6.9	45
tt0041293	6.5	57
tt0041294	5.8	110
tt0041295	7.3	79
tt0041296	4.9	114
tt0041297	7.7	6
tt0041298	6.9	49
tt0041300	6.8	389
tt0041301	7.4	449
tt0041302	6.9	131
tt0041303	7.1	409
tt0041305	6.5	65
tt0041306	7.3	588
tt0041307	6.4	52
tt0041308	6.5	390
tt0041309	5.5	12
tt0041310	7.6	1012
tt0041311	6.6	101
tt0041312	5.9	27
tt0041313	7.3	831
tt0041314	5.9	82
tt0041315	6.2	10
tt0041316	4.9	11
tt0041317	5.8	13
tt0041322	7.9	9
tt0041323	7.7	266
tt0041324	6.8	16
tt0041325	6.1	29
tt0041326	7.0	140
tt0041327	6.9	1828
tt0041328	6.4	681
tt0041329	6.6	1137
tt0041332	5.8	278
tt0041335	7.1	43
tt0041340	6.5	140
tt0041341	6.5	270
tt0041342	6.6	180
tt0041345	6.1	26
tt0041346	6.6	532
tt0041347	6.6	111
tt0041348	5.7	41
tt0041349	7.9	1890
tt0041350	6.4	393
tt0041352	5.5	192
tt0041355	5.5	31
tt0041356	7.4	42
tt0041360	6.6	210
tt0041361	6.5	2841
tt0041362	6.4	432
tt0041363	7.1	112
tt0041368	6.9	2018
tt0041369	5.2	18
tt0041372	7.3	7
tt0041373	7.0	2349
tt0041374	6.6	477
tt0041375	7.0	186
tt0041376	6.9	75
tt0041378	6.5	1489
tt0041379	6.4	66
tt0041380	7.3	1540
tt0041381	6.7	92
tt0041382	6.3	406
tt0041383	6.6	9
tt0041384	6.4	5
tt0041385	6.7	21
tt0041386	7.1	9352
tt0041387	6.5	1123
tt0041389	6.3	55
tt0041390	7.3	21
tt0041391	7.6	1155
tt0041392	6.6	14
tt0041393	7.1	34
tt0041394	5.7	6
tt0041396	7.8	294
tt0041397	4.9	11
tt0041399	6.8	1685
tt0041400	6.3	224
tt0041402	5.4	46
tt0041403	6.5	247
tt0041405	6.4	79
tt0041407	5.6	38
tt0041408	6.4	23
tt0041410	7.9	501
tt0041411	6.4	12
tt0041412	7.4	392
tt0041413	6.3	118
tt0041414	6.2	224
tt0041415	6.1	453
tt0041416	7.3	289
tt0041418	6.4	67
tt0041420	6.7	185
tt0041421	7.4	735
tt0041422	7.4	8
tt0041423	7.2	1131
tt0041424	6.6	12
tt0041425	6.6	39
tt0041426	5.9	200
tt0041427	5.4	18
tt0041428	6.6	650
tt0041429	6.6	398
tt0041430	6.6	1074
tt0041431	6.3	406
tt0041432	6.7	276
tt0041433	5.3	45
tt0041434	7.5	683
tt0041435	6.9	46
tt0041436	7.0	8
tt0041437	5.6	134
tt0041438	5.0	6
tt0041439	5.8	58
tt0041440	6.2	8
tt0041441	6.1	24
tt0041442	6.6	20
tt0041443	6.7	276
tt0041444	7.8	702
tt0041445	7.3	1260
tt0041446	7.6	990
tt0041448	7.9	7
tt0041449	4.4	21
tt0041450	8.2	1473
tt0041451	5.0	5
tt0041452	8.1	13659
tt0041453	7.0	220
tt0041454	6.4	17
tt0041455	5.6	158
tt0041456	7.4	234
tt0041457	7.4	7
tt0041458	6.6	7
tt0041460	7.3	1613
tt0041461	6.2	83
tt0041462	8.0	1625
tt0041463	3.6	5
tt0041465	6.6	194
tt0041466	6.8	17
tt0041468	6.8	10
tt0041469	6.7	536
tt0041471	7.6	365
tt0041472	6.4	215
tt0041473	7.2	4184
tt0041474	7.1	177
tt0041475	7.1	38
tt0041476	6.0	30
tt0041478	6.4	19
tt0041479	6.4	81
tt0041480	4.9	30
tt0041481	6.9	598
tt0041482	6.4	238
tt0041484	7.1	360
tt0041485	6.6	14
tt0041486	6.1	192
tt0041487	7.4	2898
tt0041488	7.5	553
tt0041489	5.9	166
tt0041490	4.2	13
tt0041492	5.8	48
tt0041495	6.0	973
tt0041497	6.8	1988
tt0041498	7.0	7581
tt0041499	6.8	33
tt0041501	6.8	81
tt0041502	6.4	74
tt0041503	7.1	3167
tt0041504	6.5	197
tt0041506	7.5	378
tt0041507	7.2	3337
tt0041508	6.5	70
tt0041509	6.8	2992
