"id","entityA.id","entityA.type","entityB.id","entityB.type","from","to"
"162_477_1","162","Dragon","477","Dragon","-861078094595","-861074134595","380"
"162_477_3","162","Dragon","477","Dragon","-1267185019879","-1267181179879","225"
"162_477_4","162","Dragon","477","Dragon","-869826836180","-869826416180","381"
"10_477_0","10","Dragon","477","Dragon","635706225288","635709885288","108"
"10_477_2","10","Dragon","477","Dragon","-529798217597","-529797857597","184"
"127_478_1","127","Dragon","478","Dragon","-83696809156","-83693569156","184"
"202_478_3","202","Dragon","478","Dragon","75150329722","75152969722","582"
"202_478_4","202","Dragon","478","Dragon","-618000617292","-618000497292","229"
"423_479_0","423","Dragon","479","Dragon","-1834321521089","-1834318221089","297"
"423_479_1","423","Dragon","479","Dragon","863110572871","863115252871","669"
"423_479_2","423","Dragon","479","Dragon","-717436623615","-717432723615","374"
"260_479_3","260","Dragon","479","Dragon","-1237137702301","-1237137042301","515"
"260_479_4","260","Dragon","479","Dragon","91983744199","91988904199","653"
"38_480_1","38","Dragon","480","Dragon","-255724947373","-255721707373","289"
"38_480_2","38","Dragon","480","Dragon","-60401448557","-60399228557","657"
"38_480_3","38","Dragon","480","Dragon","-1520294680683","-1520288680683","690"
"38_480_5","38","Dragon","480","Dragon","-876957071822","-876955511822","281"
"131_480_2","131","Dragon","480","Dragon","-156592851975","-156588291975","114"
"157_480_2","157","Dragon","480","Dragon","-68629184672","-68623304672","345"
"157_480_3","157","Dragon","480","Dragon","-1841185793255","-1841184833255","126"
"91_481_3","91","Dragon","481","Dragon","468220054339","468222214339","676"
"255_481_2","255","Dragon","481","Dragon","-911670656993","-911664836993","425"
"255_481_5","255","Dragon","481","Dragon","-1848652983450","-1848647343450","224"
"255_481_6","255","Dragon","481","Dragon","-728364607416","-728359867416","125"
"2_481_4","2","Dragon","481","Dragon","-1653483258267","-1653479658267","274"
"2_481_6","2","Dragon","481","Dragon","508655125989","508657825989","477"
"300_482_4","300","Dragon","482","Dragon","587303554472","587307454472","127"
"300_482_6","300","Dragon","482","Dragon","823820642874","823824782874","362"
"300_482_7","300","Dragon","482","Dragon","-1421335019732","-1421331959732","667"
"170_482_3","170","Dragon","482","Dragon","-151790734131","-151790314131","411"
"8_483_2","8","Dragon","483","Dragon","-432237628074","-432235888074","308"
"48_483_1","48","Dragon","483","Dragon","-1797333446575","-1797330686575","649"
"287_484_2","287","Dragon","484","Dragon","-1668341317383","-1668341017383","451"
"287_484_4","287","Dragon","484","Dragon","-58279338715","-58274478715","383"
"136_484_3","136","Dragon","484","Dragon","-829614978743","-829611918743","299"
"351_484_1","351","Dragon","484","Dragon","-2072546699454","-2072544119454","550"
"351_484_2","351","Dragon","484","Dragon","-311014432552","-311009572552","647"
"32_485_0","32","Dragon","485","Dragon","-2177883820433","-2177881840433","409"
"32_485_2","32","Dragon","485","Dragon","213428647808","213430567808","418"
"105_485_0","105","Dragon","485","Dragon","-1751137168591","-1751131648591","343"
"131_485_1","131","Dragon","485","Dragon","2951429944","2954069944","206"
"272_486_0","272","Dragon","486","Dragon","657103052559","657103892559","247"
"272_486_7","272","Dragon","486","Dragon","-1664287853474","-1664284193474","174"
"36_486_2","36","Dragon","486","Dragon","-677620829699","-677618429699","501"
"36_486_3","36","Dragon","486","Dragon","-1455992602717","-1455988462717","586"
"344_487_1","344","Dragon","487","Dragon","-1824468157391","-1824463837391","501"
"344_487_2","344","Dragon","487","Dragon","394750513490","394755613490","554"
"319_488_2","319","Dragon","488","Dragon","-213090593797","-213085613797","342"
"319_488_3","319","Dragon","488","Dragon","691209522814","691213962814","155"
"319_488_6","319","Dragon","488","Dragon","-239983274189","-239981174189","426"
"78_488_0","78","Dragon","488","Dragon","-759404536276","-759401416276","328"
"15_488_0","15","Dragon","488","Dragon","-860732784050","-860729544050","115"
"15_488_4","15","Dragon","488","Dragon","-1531240893310","-1531237173310","474"
"57_489_0","57","Dragon","489","Dragon","376993578593","376998798593","387"
"57_489_2","57","Dragon","489","Dragon","-1322432137186","-1322426977186","316"
"57_489_3","57","Dragon","489","Dragon","-1694676575941","-1694673575941","489"
"57_489_5","57","Dragon","489","Dragon","-1303357224751","-1303353984751","322"
"57_489_7","57","Dragon","489","Dragon","-1352622594418","-1352618214418","304"
"163_489_0","163","Dragon","489","Dragon","397074987994","397076847994","475"
"163_489_1","163","Dragon","489","Dragon","-245326612445","-245322592445","629"
"163_489_2","163","Dragon","489","Dragon","-1423368486440","-1423366746440","318"
"403_489_0","403","Dragon","489","Dragon","811951371340","811953351340","182"
"403_489_2","403","Dragon","489","Dragon","-806763992631","-806761352631","527"
"100_490_0","100","Dragon","490","Dragon","-130679587429","-130678687429","144"
"100_490_4","100","Dragon","490","Dragon","-1423102604950","-1423098404950","218"
"100_490_7","100","Dragon","490","Dragon","814031431745","814037431745","272"
"122_490_7","122","Dragon","490","Dragon","-1199784359472","-1199784239472","683"
"401_490_2","401","Dragon","490","Dragon","-1490557955166","-1490553755166","638"
"401_490_3","401","Dragon","490","Dragon","-297860789003","-297860549003","685"
"401_490_4","401","Dragon","490","Dragon","-735937733748","-735937013748","360"
"25_491_0","25","Dragon","491","Dragon","-161857177745","-161854657745","248"
"25_491_1","25","Dragon","491","Dragon","-1948831128183","-1948830228183","127"
"25_491_2","25","Dragon","491","Dragon","-683736407908","-683736107908","383"
"359_491_1","359","Dragon","491","Dragon","-668730146441","-668726306441","575"
"359_491_3","359","Dragon","491","Dragon","-1461081684147","-1461078804147","304"
"83_492_0","83","Dragon","492","Dragon","-1070324118355","-1070320098355","562"
"83_492_5","83","Dragon","492","Dragon","563291302551","563294242551","273"
"124_492_2","124","Dragon","492","Dragon","-1906160209372","-1906160089372","178"
"18_492_1","18","Dragon","492","Dragon","-1245146932627","-1245142672627","155"
"156_493_2","156","Dragon","493","Dragon","348074587226","348077347226","285"
"156_493_4","156","Dragon","493","Dragon","-289025633172","-289022993172","511"
"70_493_0","70","Dragon","493","Dragon","-1531859375902","-1531854515902","577"
"70_493_2","70","Dragon","493","Dragon","-1919202303957","-1919200263957","532"
"4_494_5","4","Dragon","494","Dragon","-10266179321","-10261559321","403"
"414_494_1","414","Dragon","494","Dragon","-1970643896703","-1970641496703","315"
"414_494_2","414","Dragon","494","Dragon","-1478310433229","-1478307253229","362"
"36_495_3","36","Dragon","495","Dragon","-1404507009651","-1404502569651","649"
"222_495_0","222","Dragon","495","Dragon","-623540912357","-623538452357","424"
"222_495_1","222","Dragon","495","Dragon","-1299389924239","-1299388184239","411"
"222_495_3","222","Dragon","495","Dragon","-417180566872","-417178886872","110"
"222_495_4","222","Dragon","495","Dragon","-788431474479","-788431174479","276"
"54_495_2","54","Dragon","495","Dragon","-1656801505249","-1656799705249","623"
"14_496_1","14","Dragon","496","Dragon","-2132172442712","-2132170822712","137"
"14_496_4","14","Dragon","496","Dragon","885242089784","885242689784","319"
"14_496_5","14","Dragon","496","Dragon","-2060775660119","-2060772000119","413"
"347_496_2","347","Dragon","496","Dragon","-1512064063241","-1512060283241","689"
"347_496_3","347","Dragon","496","Dragon","498507884940","498513044940","267"
"122_497_3","122","Dragon","497","Dragon","-652849844854","-652844684854","506"
"122_497_4","122","Dragon","497","Dragon","-365164998159","-365158998159","161"
"132_497_0","132","Dragon","497","Dragon","-325378218630","-325375518630","451"
"132_497_1","132","Dragon","497","Dragon","-1968093044996","-1968090644996","406"
"34_497_5","34","Dragon","497","Dragon","637290824259","637291244259","282"
"34_497_6","34","Dragon","497","Dragon","-565769431434","-565767871434","402"
"9_498_1","9","Dragon","498","Dragon","-378087059607","-378083639607","259"
"9_498_2","9","Dragon","498","Dragon","-1861736350543","-1861730770543","448"
"9_498_3","9","Dragon","498","Dragon","-94070835134","-94069695134","127"
"2_498_0","2","Dragon","498","Dragon","-1980472974610","-1980468654610","681"
"2_498_2","2","Dragon","498","Dragon","-834907027068","-834901387068","254"
"337_499_2","337","Dragon","499","Dragon","727035568953","727040248953","213"
"208_499_0","208","Dragon","499","Dragon","-1736422252207","-1736418232207","525"
"208_499_3","208","Dragon","499","Dragon","-1175028830524","-1175025590524","570"
"208_499_6","208","Dragon","499","Dragon","912477443712","912480263712","262"
"204_499_2","204","Dragon","499","Dragon","-167610873941","-167607693941","569"
"204_499_3","204","Dragon","499","Dragon","602721801902","602722821902","219"
"204_499_6","204","Dragon","499","Dragon","-868361591259","-868358051259","387"
"67_500_1","67","Dragon","500","Dragon","-1746664311201","-1746660651201","668"
"56_500_0","56","Dragon","500","Dragon","123402187125","123404167125","147"
"56_500_1","56","Dragon","500","Dragon","-1480079186006","-1480075106006","635"
"400_500_1","400","Dragon","500","Dragon","-924735712148","-924735532148","267"
"400_500_2","400","Dragon","500","Dragon","-830460629430","-830458649430","249"
"400_500_3","400","Dragon","500","Dragon","-892511325669","-892506045669","125"
"400_500_4","400","Dragon","500","Dragon","464856636583","464858616583","296"
"400_500_5","400","Dragon","500","Dragon","550929869512","550933049512","150"
"400_500_6","400","Dragon","500","Dragon","-2141820262900","-2141817562900","684"
"389_501_1","389","Dragon","501","Dragon","-1145436164974","-1145430584974","124"
"389_501_5","389","Dragon","501","Dragon","56156617136","56162437136","414"
"303_502_2","303","Dragon","502","Dragon","-1612491298196","-1612487218196","129"
"54_502_0","54","Dragon","502","Dragon","938871570181","938872110181","182"
"211_503_1","211","Dragon","503","Dragon","150622419741","150626799741","200"
"206_503_3","206","Dragon","503","Dragon","-976398681352","-976397061352","505"
"206_503_5","206","Dragon","503","Dragon","-2077206863301","-2077201763301","393"
"172_504_1","172","Dragon","504","Dragon","-1948977421082","-1948976461082","268"
"172_504_2","172","Dragon","504","Dragon","928942973282","928948253282","571"
"23_504_3","23","Dragon","504","Dragon","471376428514","471382188514","184"
"23_504_5","23","Dragon","504","Dragon","577142430205","577145310205","133"
"383_504_1","383","Dragon","504","Dragon","-1568702244260","-1568701044260","254"
"383_504_2","383","Dragon","504","Dragon","-315482369830","-315480509830","166"
"7_505_0","7","Dragon","505","Dragon","123305949778","123309549778","569"
"7_505_2","7","Dragon","505","Dragon","-1164698445066","-1164693645066","152"
"306_505_5","306","Dragon","505","Dragon","-2021943481949","-2021941921949","242"
"74_506_0","74","Dragon","506","Dragon","-1712473386776","-1712473086776","405"
"74_506_2","74","Dragon","506","Dragon","-1254598075823","-1254597355823","101"
"12_506_3","12","Dragon","506","Dragon","864253643264","864253703264","175"
"12_506_4","12","Dragon","506","Dragon","-1740155298711","-1740153438711","213"
"125_506_0","125","Dragon","506","Dragon","-627453443487","-627449483487","146"
"125_506_5","125","Dragon","506","Dragon","172076263485","172077223485","105"
"125_506_7","125","Dragon","506","Dragon","637798654677","637801474677","174"
"421_507_0","421","Dragon","507","Dragon","-2107657653936","-2107653573936","364"
"421_507_1","421","Dragon","507","Dragon","247850616486","247852476486","182"
"421_507_3","421","Dragon","507","Dragon","-1518967647859","-1518966567859","143"
"421_507_5","421","Dragon","507","Dragon","628287975391","628290375391","352"
"421_507_6","421","Dragon","507","Dragon","-2028327899179","-2028323279179","508"
"421_507_7","421","Dragon","507","Dragon","-1432601686713","-1432598026713","148"
"312_507_2","312","Dragon","507","Dragon","-272343301894","-272341921894","257"
"43_508_0","43","Dragon","508","Dragon","422639984202","422642084202","227"
"43_508_4","43","Dragon","508","Dragon","-39472070872","-39467630872","565"
"495_508_0","495","Dragon","508","Dragon","-1666198223170","-1666196243170","538"
"495_508_1","495","Dragon","508","Dragon","-1420492874994","-1420489694994","543"
"122_509_6","122","Dragon","509","Dragon","-847082419290","-847080679290","493"
"122_509_7","122","Dragon","509","Dragon","347895222989","347900262989","561"
"425_509_2","425","Dragon","509","Dragon","-1811573709556","-1811570589556","631"
"425_509_4","425","Dragon","509","Dragon","-1817890025270","-1817885405270","298"
"425_509_5","425","Dragon","509","Dragon","-683729713550","-683727673550","154"
"2_509_0","2","Dragon","509","Dragon","525998385473","526000125473","438"
"2_509_3","2","Dragon","509","Dragon","858257875778","858259255778","161"
"2_509_4","2","Dragon","509","Dragon","-388913119167","-388907779167","282"
"468_510_0","468","Dragon","510","Dragon","-1754774706155","-1754770926155","492"
"468_510_2","468","Dragon","510","Dragon","-1412470691974","-1412468231974","659"
"241_510_0","241","Dragon","510","Dragon","-969979572627","-969978552627","124"
"16_511_0","16","Dragon","511","Dragon","791164746284","791167386284","579"
"16_511_1","16","Dragon","511","Dragon","806185042662","806185522662","530"
"16_511_2","16","Dragon","511","Dragon","-358262762236","-358260182236","395"
"16_511_3","16","Dragon","511","Dragon","-1519694328459","-1519688868459","639"
"473_511_0","473","Dragon","511","Dragon","-1816182391335","-1816180651335","668"
"473_511_1","473","Dragon","511","Dragon","-419368878002","-419368758002","664"
"391_511_0","391","Dragon","511","Dragon","-1515487595385","-1515481775385","407"
"252_512_0","252","Dragon","512","Dragon","341300495790","341306075790","676"
"252_512_1","252","Dragon","512","Dragon","20866822514","20870962514","426"
"38_512_0","38","Dragon","512","Dragon","-504159579311","-504153639311","156"
"23_512_0","23","Dragon","512","Dragon","-985811668865","-985806748865","334"
"15_513_3","15","Dragon","513","Dragon","-570081469219","-570079609219","430"
"15_513_4","15","Dragon","513","Dragon","785224885714","785228065714","197"
"15_513_5","15","Dragon","513","Dragon","-1376233669715","-1376228689715","407"
"4_513_0","4","Dragon","513","Dragon","-1578025976851","-1578025796851","282"
"16_514_1","16","Dragon","514","Dragon","-1817021635046","-1817018155046","273"
"345_514_2","345","Dragon","514","Dragon","-765177580892","-765175600892","265"
"345_514_3","345","Dragon","514","Dragon","-2028841988589","-2028837308589","453"
"345_514_5","345","Dragon","514","Dragon","261641055273","261646275273","203"
"345_514_6","345","Dragon","514","Dragon","-684990542591","-684985262591","129"
"256_514_1","256","Dragon","514","Dragon","-1742767861000","-1742764321000","520"
"256_514_3","256","Dragon","514","Dragon","-364744642536","-364744342536","304"
"15_515_0","15","Dragon","515","Dragon","-2144749168603","-2144746708603","143"
"303_515_4","303","Dragon","515","Dragon","-1397770409822","-1397770169822","256"
"81_515_0","81","Dragon","515","Dragon","-1534135608421","-1534130748421","561"
"114_516_0","114","Dragon","516","Dragon","533172283187","533177983187","362"
"114_516_2","114","Dragon","516","Dragon","-702231798154","-702226878154","478"
"114_516_4","114","Dragon","516","Dragon","271377177765","271382337765","572"
"114_516_5","114","Dragon","516","Dragon","43420818624","43426518624","645"
"114_516_6","114","Dragon","516","Dragon","780004524341","780006324341","479"
"47_516_1","47","Dragon","516","Dragon","-1861004681644","-1861001981644","464"
"18_516_0","18","Dragon","516","Dragon","65478300104","65479260104","630"
"18_516_1","18","Dragon","516","Dragon","-669160859893","-669157619893","368"
"18_516_4","18","Dragon","516","Dragon","-1151385532180","-1151384272180","659"
"67_517_3","67","Dragon","517","Dragon","81828832834","81832192834","190"
"39_517_0","39","Dragon","517","Dragon","-2030356372","-2026576372","251"
"39_517_2","39","Dragon","517","Dragon","327926372668","327931472668","182"
"39_517_5","39","Dragon","517","Dragon","117605574183","117607014183","498"
"39_517_7","39","Dragon","517","Dragon","803063403431","803065203431","486"
"386_518_3","386","Dragon","518","Dragon","-1571042097094","-1571040177094","411"
"106_519_1","106","Dragon","519","Dragon","-1263829849844","-1263828589844","591"
"106_519_2","106","Dragon","519","Dragon","-1643265927662","-1643259987662","540"
"23_519_4","23","Dragon","519","Dragon","-218417117846","-218414897846","369"
"493_519_2","493","Dragon","519","Dragon","-1356475973563","-1356472073563","480"
"493_519_7","493","Dragon","519","Dragon","895276084705","895278244705","360"
"369_520_4","369","Dragon","520","Dragon","-564009824670","-564004784670","357"
"315_520_3","315","Dragon","520","Dragon","-555270350488","-555269450488","233"
"315_520_5","315","Dragon","520","Dragon","-1748812938192","-1748812758192","207"
"123_520_1","123","Dragon","520","Dragon","-934565694051","-934563234051","131"
"123_520_3","123","Dragon","520","Dragon","-824293224090","-824288784090","570"
"504_521_6","504","Dragon","521","Dragon","-1676523194421","-1676518574421","182"
"464_521_0","464","Dragon","521","Dragon","-953797287898","-953792187898","468"
"464_521_2","464","Dragon","521","Dragon","-1431162548652","-1431157388652","216"
"6_522_2","6","Dragon","522","Dragon","-1056763156817","-1056760456817","478"
"6_522_5","6","Dragon","522","Dragon","-1138668906171","-1138666926171","205"
"46_522_1","46","Dragon","522","Dragon","-914854463448","-914851523448","586"
"102_522_2","102","Dragon","522","Dragon","-1694279145570","-1694274945570","567"
"226_523_0","226","Dragon","523","Dragon","-696552060091","-696550440091","439"
"11_523_0","11","Dragon","523","Dragon","-821379367171","-821378227171","694"
"11_523_6","11","Dragon","523","Dragon","-2044616787801","-2044614387801","352"
"11_523_7","11","Dragon","523","Dragon","779234145747","779234205747","276"
"72_524_4","72","Dragon","524","Dragon","-320292880008","-320291080008","598"
"384_524_0","384","Dragon","524","Dragon","752810006702","752814266702","337"
"141_524_1","141","Dragon","524","Dragon","339663504261","339666744261","204"
"141_524_2","141","Dragon","524","Dragon","-29488862567","-29488142567","681"
"292_525_2","292","Dragon","525","Dragon","764975038428","764977678428","277"
"62_525_0","62","Dragon","525","Dragon","-1743384130654","-1743381370654","605"
"62_525_2","62","Dragon","525","Dragon","617770853251","617771633251","490"
"62_525_4","62","Dragon","525","Dragon","249657893392","249657953392","342"
"241_525_1","241","Dragon","525","Dragon","-182701982319","-182700302319","585"
"157_526_4","157","Dragon","526","Dragon","-854562431067","-854557811067","526"
"464_526_0","464","Dragon","526","Dragon","-1367547675416","-1367542755416","160"
"169_527_1","169","Dragon","527","Dragon","-1845541984696","-1845540064696","377"
"11_527_0","11","Dragon","527","Dragon","-285759744888","-285756024888","696"
"7_528_0","7","Dragon","528","Dragon","-757926424944","-757921684944","446"
"7_528_5","7","Dragon","528","Dragon","754304858648","754306478648","237"
"22_528_3","22","Dragon","528","Dragon","-1138932247265","-1138931827265","374"
"22_528_5","22","Dragon","528","Dragon","-1394344546974","-1394340106974","371"
"437_528_0","437","Dragon","528","Dragon","-2051610275435","-2051609735435","578"
"437_528_1","437","Dragon","528","Dragon","-1421287413146","-1421283573146","376"
"437_528_2","437","Dragon","528","Dragon","-1382453023776","-1382451703776","450"
"438_529_4","438","Dragon","529","Dragon","-1497144272257","-1497140612257","407"
"438_529_7","438","Dragon","529","Dragon","353045217653","353050257653","174"
"139_529_0","139","Dragon","529","Dragon","789304133270","789305093270","438"
"470_530_0","470","Dragon","530","Dragon","-496308815390","-496307135390","569"
"470_530_4","470","Dragon","530","Dragon","-2139086865379","-2139085305379","123"
"43_530_2","43","Dragon","530","Dragon","-666795962911","-666791162911","667"
"359_530_2","359","Dragon","530","Dragon","-303468744177","-303462864177","276"
"359_530_6","359","Dragon","530","Dragon","-798780364707","-798780244707","382"
"2_531_0","2","Dragon","531","Dragon","82944160161","82945060161","327"
"2_531_2","2","Dragon","531","Dragon","-738246519033","-738241599033","214"
"393_531_2","393","Dragon","531","Dragon","-1661810357911","-1661807957911","640"
"125_532_1","125","Dragon","532","Dragon","-160442819660","-160438319660","689"
"11_532_1","11","Dragon","532","Dragon","-1016013783302","-1016013363302","236"
"55_532_4","55","Dragon","532","Dragon","-656950924506","-656946604506","293"
"109_533_1","109","Dragon","533","Dragon","-413835854969","-413832614969","667"
"109_533_4","109","Dragon","533","Dragon","-2205954893487","-2205951413487","370"
"527_533_0","527","Dragon","533","Dragon","-1027912888372","-1027912768372","162"
"486_534_3","486","Dragon","534","Dragon","-1012586801765","-1012585301765","100"
"4_534_1","4","Dragon","534","Dragon","-1011389725028","-1011386725028","612"
"199_534_0","199","Dragon","534","Dragon","-981913719957","-981907839957","430"
"199_534_2","199","Dragon","534","Dragon","-1904298859086","-1904296039086","503"
"199_534_4","199","Dragon","534","Dragon","345043835703","345047315703","676"
"199_534_5","199","Dragon","534","Dragon","-1869418239754","-1869415779754","387"
"88_535_1","88","Dragon","535","Dragon","710450188552","710450308552","270"
"88_535_3","88","Dragon","535","Dragon","-1557192221719","-1557191561719","284"
"88_535_6","88","Dragon","535","Dragon","-1285835815609","-1285831615609","631"
"207_535_1","207","Dragon","535","Dragon","398452816795","398454496795","241"
"211_536_3","211","Dragon","536","Dragon","866670289796","866675869796","610"
"381_536_1","381","Dragon","536","Dragon","-1409040747375","-1409036127375","342"
"381_536_3","381","Dragon","536","Dragon","-1027750086552","-1027744566552","675"
"2_536_5","2","Dragon","536","Dragon","-1211265635119","-1211264435119","625"
"300_537_3","300","Dragon","537","Dragon","-1333263656472","-1333262876472","487"
"300_537_4","300","Dragon","537","Dragon","-1568347939118","-1568347579118","519"
"300_537_5","300","Dragon","537","Dragon","-837461139919","-837458739919","554"
"300_537_7","300","Dragon","537","Dragon","-204243266070","-204238526070","201"
"12_537_1","12","Dragon","537","Dragon","-23213010187","-23208210187","337"
"12_537_2","12","Dragon","537","Dragon","-1227134134484","-1227132934484","516"
"12_537_3","12","Dragon","537","Dragon","-764014570417","-764011990417","373"
"12_537_5","12","Dragon","537","Dragon","503251047204","503251887204","541"
"12_537_7","12","Dragon","537","Dragon","-2202768680777","-2202767120777","321"
"257_537_2","257","Dragon","537","Dragon","-1190000782402","-1189997122402","292"
"67_538_0","67","Dragon","538","Dragon","155739138138","155741538138","107"
"67_538_3","67","Dragon","538","Dragon","-1269169899241","-1269168579241","328"
"67_538_4","67","Dragon","538","Dragon","-536252483496","-536249123496","444"
"428_538_0","428","Dragon","538","Dragon","161714909819","161719049819","362"
"131_538_0","131","Dragon","538","Dragon","-1280057143608","-1280055823608","387"
"131_538_1","131","Dragon","538","Dragon","-1961635797862","-1961634897862","576"
"57_539_0","57","Dragon","539","Dragon","-1349598038931","-1349593058931","655"
"57_539_3","57","Dragon","539","Dragon","-247432022336","-247431242336","479"
"195_539_2","195","Dragon","539","Dragon","169102412373","169106732373","613"
"11_539_0","11","Dragon","539","Dragon","-1139460794675","-1139458814675","326"
"11_539_5","11","Dragon","539","Dragon","348457264107","348462004107","474"
"11_539_6","11","Dragon","539","Dragon","-1866925887535","-1866923727535","470"
"184_540_4","184","Dragon","540","Dragon","-1367759249032","-1367758829032","477"
"9_540_0","9","Dragon","540","Dragon","-2026864991185","-2026860011185","120"
"9_540_4","9","Dragon","540","Dragon","-1297078989729","-1297078929729","575"
"9_540_6","9","Dragon","540","Dragon","-254376313379","-254375233379","121"
"458_540_1","458","Dragon","540","Dragon","886482245628","886486985628","398"
"458_540_4","458","Dragon","540","Dragon","-627651188754","-627649208754","692"
"458_540_5","458","Dragon","540","Dragon","-618411086197","-618407786197","550"
"458_540_6","458","Dragon","540","Dragon","-512916001633","-512912881633","197"
"120_541_2","120","Dragon","541","Dragon","-1748386952087","-1748382752087","476"
"410_541_0","410","Dragon","541","Dragon","-339403926468","-339402966468","240"
"410_541_5","410","Dragon","541","Dragon","-138379625518","-138375605518","423"
"491_541_2","491","Dragon","541","Dragon","-858057461071","-858052601071","278"
"491_541_3","491","Dragon","541","Dragon","720311543173","720317243173","108"
"491_541_5","491","Dragon","541","Dragon","917092462869","917095402869","300"
"491_541_6","491","Dragon","541","Dragon","-149239954798","-149237314798","624"
"431_542_1","431","Dragon","542","Dragon","22417227857","22422687857","540"
"146_542_1","146","Dragon","542","Dragon","-762042158250","-762036458250","285"
"146_542_2","146","Dragon","542","Dragon","-1276932753306","-1276928373306","472"
"146_542_4","146","Dragon","542","Dragon","-1336844969719","-1336844309719","243"
"167_543_0","167","Dragon","543","Dragon","422594163429","422598963429","287"
"167_543_1","167","Dragon","543","Dragon","-962450860496","-962446660496","561"
"167_543_2","167","Dragon","543","Dragon","-2193128789568","-2193128489568","237"
"167_543_3","167","Dragon","543","Dragon","674170042390","674174182390","328"
"12_543_7","12","Dragon","543","Dragon","-1931338273863","-1931335753863","511"
"22_544_1","22","Dragon","544","Dragon","-1642009269381","-1642006929381","246"
"22_544_3","22","Dragon","544","Dragon","627965745382","627969885382","249"
"22_544_4","22","Dragon","544","Dragon","-1183913054109","-1183912214109","694"
"44_544_1","44","Dragon","544","Dragon","67173831985","67174131985","466"
"44_544_4","44","Dragon","544","Dragon","-920604341823","-920598521823","295"
"68_545_2","68","Dragon","545","Dragon","-715284034941","-715281874941","645"
"68_545_5","68","Dragon","545","Dragon","474422308461","474424828461","307"
"68_545_6","68","Dragon","545","Dragon","261033605387","261036185387","601"
"154_545_0","154","Dragon","545","Dragon","459082659925","459087459925","479"
"154_545_1","154","Dragon","545","Dragon","-728687328828","-728682108828","271"
"480_545_4","480","Dragon","545","Dragon","-576288592852","-576287092852","493"
"347_546_1","347","Dragon","546","Dragon","-1076494582864","-1076491462864","455"
"347_546_4","347","Dragon","546","Dragon","-1060567359684","-1060565139684","487"
"105_546_0","105","Dragon","546","Dragon","-1181870091051","-1181864211051","405"
"105_546_1","105","Dragon","546","Dragon","-1058541659053","-1058538479053","198"
"31_546_1","31","Dragon","546","Dragon","-288581785172","-288579025172","133"
"31_546_2","31","Dragon","546","Dragon","-615005226267","-615003006267","275"
"31_546_7","31","Dragon","546","Dragon","717466666216","717467386216","179"
"32_547_0","32","Dragon","547","Dragon","317894328945","317894628945","306"
"32_547_3","32","Dragon","547","Dragon","-1503736995281","-1503731955281","472"
"6_547_0","6","Dragon","547","Dragon","726578201386","726582761386","659"
"121_547_0","121","Dragon","547","Dragon","-1680057062094","-1680052382094","219"
"45_548_0","45","Dragon","548","Dragon","-1609322322666","-1609316562666","631"
"104_548_0","104","Dragon","548","Dragon","-2073315986719","-2073311726719","417"
"104_548_3","104","Dragon","548","Dragon","-1441483349212","-1441479329212","446"
"104_548_5","104","Dragon","548","Dragon","-1701043850930","-1701043130930","213"
"15_549_2","15","Dragon","549","Dragon","130474574028","130480514028","336"
"15_549_3","15","Dragon","549","Dragon","-663378494473","-663378254473","600"
"15_549_4","15","Dragon","549","Dragon","-573587149014","-573583369014","243"
"321_549_2","321","Dragon","549","Dragon","-874817708719","-874812968719","227"
"321_549_5","321","Dragon","549","Dragon","-260576928219","-260574528219","302"
"246_549_0","246","Dragon","549","Dragon","-492389956487","-492384556487","545"
"246_549_1","246","Dragon","549","Dragon","438846528609","438848328609","255"
"246_549_2","246","Dragon","549","Dragon","-2096750558299","-2096749958299","312"
"26_550_0","26","Dragon","550","Dragon","-1923013790553","-1923012830553","519"
"36_550_1","36","Dragon","550","Dragon","502009177057","502009297057","493"
"36_550_2","36","Dragon","550","Dragon","-144086993792","-144083213792","471"
"36_550_3","36","Dragon","550","Dragon","492846046246","492848266246","204"
"5_550_0","5","Dragon","550","Dragon","-2187664659059","-2187664119059","204"
"5_550_5","5","Dragon","550","Dragon","9269895244","9273915244","504"
"229_551_0","229","Dragon","551","Dragon","-2135023436085","-2135019536085","390"
"229_551_1","229","Dragon","551","Dragon","-1244672902359","-1244672782359","253"
"13_551_0","13","Dragon","551","Dragon","-1624721512900","-1624718872900","380"
"90_552_2","90","Dragon","552","Dragon","-576275061685","-576270621685","540"
"21_552_1","21","Dragon","552","Dragon","-1524849049357","-1524845269357","616"
"425_552_1","425","Dragon","552","Dragon","126570857728","126571697728","216"
"153_553_0","153","Dragon","553","Dragon","-2018222396024","-2018217956024","613"
"153_553_2","153","Dragon","553","Dragon","-7389908801","-7387088801","424"
"153_553_3","153","Dragon","553","Dragon","33349854981","33355554981","591"
"6_553_1","6","Dragon","553","Dragon","-535770739168","-535768999168","306"
"526_553_5","526","Dragon","553","Dragon","-1405617058288","-1405611118288","152"
"150_554_4","150","Dragon","554","Dragon","124209299815","124214759815","486"
"150_554_5","150","Dragon","554","Dragon","-996680369148","-996675449148","299"
"150_554_6","150","Dragon","554","Dragon","-25954301556","-25953281556","654"
"526_554_1","526","Dragon","554","Dragon","-1027335847686","-1027330627686","237"
"198_554_0","198","Dragon","554","Dragon","-262314593811","-262314053811","357"
"198_554_1","198","Dragon","554","Dragon","765429761139","765431261139","657"
