"id","entityA.id","entityA.type","entityB.id","entityB.type","date","temp"
"3_69_6","3","Dragon","69","Dragon","-922274752276","205"
"2_69_1","2","Dragon","69","Dragon","-927038209173","164"
"2_69_2","2","Dragon","69","Dragon","-1633784014686","489"
"2_69_3","2","Dragon","69","Dragon","92199282754","113"
"42_70_0","42","Dragon","70","Dragon","-1800077765370","198"
"42_70_1","42","Dragon","70","Dragon","-945787427220","293"
"42_70_2","42","Dragon","70","Dragon","-864015358080","449"
"42_70_3","42","Dragon","70","Dragon","-818821599217","457"
"42_70_4","42","Dragon","70","Dragon","-1279791611190","629"
"42_70_5","42","Dragon","70","Dragon","-567801576336","291"
"1_70_0","1","Dragon","70","Dragon","-1732301290874","284"
"1_70_1","1","Dragon","70","Dragon","582504361633","346"
"1_70_3","1","Dragon","70","Dragon","-1594021308029","344"
"1_70_5","1","Dragon","70","Dragon","-467721475307","131"
"26_70_1","26","Dragon","70","Dragon","-952535534367","667"
"26_70_2","26","Dragon","70","Dragon","-761056627087","672"
"9_71_0","9","Dragon","71","Dragon","474937865220","372"
"9_71_1","9","Dragon","71","Dragon","-2097037862436","502"
"9_71_2","9","Dragon","71","Dragon","-494944565558","621"
"9_71_3","9","Dragon","71","Dragon","-720505753748","335"
"9_71_5","9","Dragon","71","Dragon","358590426601","678"
"9_71_6","9","Dragon","71","Dragon","-964283700660","382"
"48_71_0","48","Dragon","71","Dragon","-67425660223","358"
"48_71_1","48","Dragon","71","Dragon","-473475683789","634"
"48_71_2","48","Dragon","71","Dragon","19286836916","596"
"48_71_3","48","Dragon","71","Dragon","610911955010","144"
"48_71_5","48","Dragon","71","Dragon","-1838988750221","163"
"10_71_0","10","Dragon","71","Dragon","-2195496572535","105"
"10_71_2","10","Dragon","71","Dragon","-192302389776","357"
"10_71_4","10","Dragon","71","Dragon","-1875949350986","417"
"10_71_5","10","Dragon","71","Dragon","-903965358664","258"
"0_72_0","0","Dragon","72","Dragon","794686548284","220"
"0_72_1","0","Dragon","72","Dragon","-1194897307339","358"
"0_72_2","0","Dragon","72","Dragon","-1458620312151","687"
"0_72_3","0","Dragon","72","Dragon","-617127022704","442"
"0_72_4","0","Dragon","72","Dragon","-540525250759","319"
"0_72_5","0","Dragon","72","Dragon","-1511621982821","206"
"19_72_0","19","Dragon","72","Dragon","-838547631942","664"
"19_72_1","19","Dragon","72","Dragon","-1139825871155","330"
"19_72_2","19","Dragon","72","Dragon","-992184998935","188"
"19_72_3","19","Dragon","72","Dragon","-228832120438","198"
"19_72_4","19","Dragon","72","Dragon","-753668630327","581"
"19_72_6","19","Dragon","72","Dragon","-672415334852","625"
"44_72_0","44","Dragon","72","Dragon","-1984204795052","129"
"44_72_1","44","Dragon","72","Dragon","-1828527960631","606"
"44_72_3","44","Dragon","72","Dragon","-58613080327","359"
"30_73_1","30","Dragon","73","Dragon","-1585292036336","270"
"30_73_3","30","Dragon","73","Dragon","423113553512","228"
"30_73_5","30","Dragon","73","Dragon","-1012557461278","547"
"30_73_6","30","Dragon","73","Dragon","-24621254128","608"
"69_73_0","69","Dragon","73","Dragon","-488480868931","137"
"69_73_1","69","Dragon","73","Dragon","-191676586095","402"
"69_73_5","69","Dragon","73","Dragon","206481269620","325"
"69_73_6","69","Dragon","73","Dragon","-1042215867367","312"
"13_73_0","13","Dragon","73","Dragon","613521936132","143"
"13_73_1","13","Dragon","73","Dragon","-1152406829644","615"
"12_74_1","12","Dragon","74","Dragon","-67749676819","393"
"12_74_3","12","Dragon","74","Dragon","-938150774145","614"
"12_74_4","12","Dragon","74","Dragon","762374898292","216"
"61_74_0","61","Dragon","74","Dragon","-2051433085917","157"
"61_74_1","61","Dragon","74","Dragon","741895518808","253"
"61_74_2","61","Dragon","74","Dragon","-1514142735449","272"
"10_74_2","10","Dragon","74","Dragon","-1465908086823","301"
"10_74_4","10","Dragon","74","Dragon","802256138344","326"
"47_75_0","47","Dragon","75","Dragon","-2084030540537","522"
"53_75_0","53","Dragon","75","Dragon","71514055485","534"
"53_75_1","53","Dragon","75","Dragon","320391102447","198"
"53_75_3","53","Dragon","75","Dragon","-1508163825345","384"
"10_75_0","10","Dragon","75","Dragon","-1467323213722","233"
"10_75_1","10","Dragon","75","Dragon","257194629324","459"
"10_75_3","10","Dragon","75","Dragon","-731356831701","534"
"10_75_4","10","Dragon","75","Dragon","-889383368704","293"
"10_75_5","10","Dragon","75","Dragon","-1570117724052","330"
"10_75_6","10","Dragon","75","Dragon","-1868437040939","457"
"20_76_0","20","Dragon","76","Dragon","-293185424177","642"
"20_76_2","20","Dragon","76","Dragon","-329760154250","478"
"18_76_2","18","Dragon","76","Dragon","125809060120","640"
"18_76_4","18","Dragon","76","Dragon","585778630637","460"
"18_76_5","18","Dragon","76","Dragon","312590025436","666"
"18_76_6","18","Dragon","76","Dragon","-695758853867","303"
"10_76_0","10","Dragon","76","Dragon","-1678524945129","483"
"10_76_1","10","Dragon","76","Dragon","118489806480","391"
"10_76_2","10","Dragon","76","Dragon","-1544520205237","479"
"10_76_3","10","Dragon","76","Dragon","594062111774","436"
"10_76_4","10","Dragon","76","Dragon","617009616806","167"
"10_76_5","10","Dragon","76","Dragon","289841429740","498"
"10_76_6","10","Dragon","76","Dragon","-1197906139301","142"
"10_76_7","10","Dragon","76","Dragon","-966827387183","467"
"6_77_2","6","Dragon","77","Dragon","-617567651697","532"
"6_77_5","6","Dragon","77","Dragon","-2205676784605","347"
"6_77_6","6","Dragon","77","Dragon","572087654944","201"
"12_77_0","12","Dragon","77","Dragon","-1746259190909","612"
"12_77_1","12","Dragon","77","Dragon","-381445996844","601"
"12_77_2","12","Dragon","77","Dragon","111727461484","284"
"68_77_0","68","Dragon","77","Dragon","-536493601242","641"
"68_77_2","68","Dragon","77","Dragon","114053285664","627"
"68_77_3","68","Dragon","77","Dragon","-1044081782180","655"
"40_78_0","40","Dragon","78","Dragon","417987381459","666"
"40_78_1","40","Dragon","78","Dragon","473376387623","645"
"40_78_3","40","Dragon","78","Dragon","-2018534811686","253"
"40_78_4","40","Dragon","78","Dragon","-159363225661","576"
"40_78_5","40","Dragon","78","Dragon","-930988756136","693"
"40_78_6","40","Dragon","78","Dragon","-889822811747","238"
"51_78_1","51","Dragon","78","Dragon","-2137021020789","360"
"51_78_2","51","Dragon","78","Dragon","-1574502431837","548"
"51_78_4","51","Dragon","78","Dragon","-1607253809578","620"
"51_78_5","51","Dragon","78","Dragon","58114403878","605"
"51_78_6","51","Dragon","78","Dragon","126758336629","146"
"47_78_0","47","Dragon","78","Dragon","-1876080276786","442"
"47_78_1","47","Dragon","78","Dragon","806931933988","502"
"1_79_0","1","Dragon","79","Dragon","234434452449","179"
"1_79_2","1","Dragon","79","Dragon","-1655965698480","601"
"1_79_3","1","Dragon","79","Dragon","-1382095319499","464"
"1_79_4","1","Dragon","79","Dragon","673750970228","124"
"54_79_1","54","Dragon","79","Dragon","-1838846545274","556"
"54_79_2","54","Dragon","79","Dragon","-760878173987","458"
"5_79_0","5","Dragon","79","Dragon","677081400820","611"
"5_79_1","5","Dragon","79","Dragon","-883372915000","589"
"5_79_3","5","Dragon","79","Dragon","-1483467685958","640"
"23_80_0","23","Dragon","80","Dragon","386250140796","107"
"23_80_1","23","Dragon","80","Dragon","-330967844495","335"
"23_80_2","23","Dragon","80","Dragon","720223710404","490"
"23_80_3","23","Dragon","80","Dragon","-1284220712669","159"
"23_80_4","23","Dragon","80","Dragon","-2027936825676","462"
"23_80_6","23","Dragon","80","Dragon","103224772201","239"
"12_80_0","12","Dragon","80","Dragon","-223719836206","330"
"12_80_1","12","Dragon","80","Dragon","67870280516","580"
"2_80_0","2","Dragon","80","Dragon","672275440862","334"
"2_80_1","2","Dragon","80","Dragon","-1201141913806","419"
"2_80_2","2","Dragon","80","Dragon","-1242470600418","245"
"2_80_3","2","Dragon","80","Dragon","-2122062092494","405"
"2_80_4","2","Dragon","80","Dragon","-2068971295496","321"
"2_80_5","2","Dragon","80","Dragon","611844467497","648"
"0_81_0","0","Dragon","81","Dragon","-1888230024186","211"
"0_81_1","0","Dragon","81","Dragon","-412583272980","315"
"0_81_4","0","Dragon","81","Dragon","-1456653869530","300"
"0_81_5","0","Dragon","81","Dragon","294242234031","525"
"3_81_0","3","Dragon","81","Dragon","-2037242598005","189"
"3_81_1","3","Dragon","81","Dragon","-544589387413","530"
"3_81_2","3","Dragon","81","Dragon","897277867704","226"
"3_81_3","3","Dragon","81","Dragon","556656427204","639"
"13_81_0","13","Dragon","81","Dragon","-1558752976817","513"
"13_81_1","13","Dragon","81","Dragon","-1140863627611","570"
"13_81_3","13","Dragon","81","Dragon","-1035560871005","292"
"67_82_0","67","Dragon","82","Dragon","755875702922","533"
"67_82_1","67","Dragon","82","Dragon","689452505842","409"
"1_82_0","1","Dragon","82","Dragon","512823890740","269"
"1_82_1","1","Dragon","82","Dragon","-1780317426971","297"
"1_82_2","1","Dragon","82","Dragon","671612594481","392"
"1_82_3","1","Dragon","82","Dragon","-1928468441793","643"
"1_82_4","1","Dragon","82","Dragon","-237329394624","349"
"1_82_5","1","Dragon","82","Dragon","-153349104194","489"
"10_82_0","10","Dragon","82","Dragon","756611125794","217"
"10_82_2","10","Dragon","82","Dragon","-180224824698","356"
"10_82_3","10","Dragon","82","Dragon","-1107435552439","669"
"10_82_4","10","Dragon","82","Dragon","-2196073484854","430"
"10_82_5","10","Dragon","82","Dragon","-645511839320","405"
"10_82_6","10","Dragon","82","Dragon","413613526469","652"
"6_83_0","6","Dragon","83","Dragon","-198798640833","116"
"6_83_1","6","Dragon","83","Dragon","274200706177","446"
"6_83_2","6","Dragon","83","Dragon","630898828835","136"
"6_83_3","6","Dragon","83","Dragon","-1738718114757","560"
"3_83_0","3","Dragon","83","Dragon","-2043154504778","357"
"3_83_2","3","Dragon","83","Dragon","434562002994","482"
"5_83_0","5","Dragon","83","Dragon","670409326395","229"
"5_83_1","5","Dragon","83","Dragon","188521959201","654"
"5_83_2","5","Dragon","83","Dragon","-944732561031","416"
"56_84_0","56","Dragon","84","Dragon","-205195443755","353"
"56_84_2","56","Dragon","84","Dragon","733341865797","134"
"56_84_3","56","Dragon","84","Dragon","-939258681431","549"
"56_84_4","56","Dragon","84","Dragon","-2015066810388","299"
"29_84_0","29","Dragon","84","Dragon","-1753054553455","124"
"29_84_2","29","Dragon","84","Dragon","-106270330736","485"
"29_84_3","29","Dragon","84","Dragon","607102873748","558"
"29_84_4","29","Dragon","84","Dragon","-27269098158","250"
"47_84_0","47","Dragon","84","Dragon","484875028696","561"
"47_84_1","47","Dragon","84","Dragon","-1708307627474","666"
"47_84_2","47","Dragon","84","Dragon","-1849730012095","295"
"83_85_0","83","Dragon","85","Dragon","-640813108976","269"
"83_85_1","83","Dragon","85","Dragon","-271267675022","224"
"83_85_3","83","Dragon","85","Dragon","-1807828187760","444"
"1_85_0","1","Dragon","85","Dragon","-1716224180196","363"
"1_85_1","1","Dragon","85","Dragon","-876838278336","566"
"1_85_3","1","Dragon","85","Dragon","-2024420628448","365"
"1_85_4","1","Dragon","85","Dragon","-921685298261","379"
"1_85_5","1","Dragon","85","Dragon","-664691338415","433"
"1_85_7","1","Dragon","85","Dragon","-294043412486","182"
"31_85_1","31","Dragon","85","Dragon","-1735420882572","306"
"31_85_3","31","Dragon","85","Dragon","172417806957","412"
"31_85_4","31","Dragon","85","Dragon","-1957356202274","298"
"31_85_5","31","Dragon","85","Dragon","191375306397","254"
"73_86_0","73","Dragon","86","Dragon","-1060131410091","195"
"73_86_2","73","Dragon","86","Dragon","632357502651","120"
"73_86_3","73","Dragon","86","Dragon","873237044367","574"
"73_86_4","73","Dragon","86","Dragon","454346533536","434"
"73_86_5","73","Dragon","86","Dragon","-1398098182157","504"
"19_86_0","19","Dragon","86","Dragon","-1934365644812","258"
"19_86_1","19","Dragon","86","Dragon","-1367421795579","291"
"19_86_2","19","Dragon","86","Dragon","359539763861","565"
"19_86_3","19","Dragon","86","Dragon","-963682956686","125"
"19_86_4","19","Dragon","86","Dragon","-46482569451","557"
"19_86_6","19","Dragon","86","Dragon","733445535338","254"
"65_86_0","65","Dragon","86","Dragon","-2031332005261","288"
"65_86_3","65","Dragon","86","Dragon","337903330087","185"
"65_86_4","65","Dragon","86","Dragon","388687771946","205"
"65_86_5","65","Dragon","86","Dragon","-707134431471","412"
"6_87_0","6","Dragon","87","Dragon","-792219409091","495"
"6_87_1","6","Dragon","87","Dragon","289575128729","534"
"6_87_2","6","Dragon","87","Dragon","-159581047511","325"
"18_87_1","18","Dragon","87","Dragon","-1749281484796","565"
"18_87_2","18","Dragon","87","Dragon","-683576443506","455"
"18_87_3","18","Dragon","87","Dragon","-1822839383022","621"
"18_87_5","18","Dragon","87","Dragon","-617416469996","329"
"18_87_6","18","Dragon","87","Dragon","-1002258766954","129"
"47_87_0","47","Dragon","87","Dragon","-1532556705304","502"
"47_87_1","47","Dragon","87","Dragon","-494008769861","502"
"47_87_2","47","Dragon","87","Dragon","-694169651603","193"
"83_88_0","83","Dragon","88","Dragon","-1818043638818","337"
"83_88_3","83","Dragon","88","Dragon","-1033109731564","283"
"83_88_5","83","Dragon","88","Dragon","253527972112","328"
"83_88_6","83","Dragon","88","Dragon","-1552946420256","135"
"83_88_7","83","Dragon","88","Dragon","600633944397","231"
"1_88_0","1","Dragon","88","Dragon","-1304767499009","383"
"1_88_1","1","Dragon","88","Dragon","700956426574","261"
"1_88_2","1","Dragon","88","Dragon","716058890273","183"
"1_88_4","1","Dragon","88","Dragon","-898907556707","615"
"10_88_2","10","Dragon","88","Dragon","-990868866012","468"
"10_88_3","10","Dragon","88","Dragon","-742154529662","453"
"75_89_1","75","Dragon","89","Dragon","773889558840","300"
"75_89_3","75","Dragon","89","Dragon","18562541669","535"
"87_89_0","87","Dragon","89","Dragon","-1516393458401","123"
"87_89_1","87","Dragon","89","Dragon","-1266176276246","108"
"87_89_2","87","Dragon","89","Dragon","-1012760983158","156"
"87_89_3","87","Dragon","89","Dragon","236828818470","584"
"87_89_4","87","Dragon","89","Dragon","-1796340038923","633"
"87_89_5","87","Dragon","89","Dragon","-1292818764431","202"
"87_89_6","87","Dragon","89","Dragon","-221872920028","355"
"18_89_0","18","Dragon","89","Dragon","-1281691373320","132"
"18_89_2","18","Dragon","89","Dragon","-1333995058346","532"
"18_89_3","18","Dragon","89","Dragon","-529581437538","633"
"48_90_0","48","Dragon","90","Dragon","-59720500411","213"
"48_90_1","48","Dragon","90","Dragon","-1572269159740","403"
"5_90_0","5","Dragon","90","Dragon","-665289642291","376"
"5_90_3","5","Dragon","90","Dragon","-296239352369","217"
"18_90_0","18","Dragon","90","Dragon","-1155405874676","575"
"18_90_2","18","Dragon","90","Dragon","-1355426282395","200"
"18_90_3","18","Dragon","90","Dragon","-1083979830173","583"
"18_90_4","18","Dragon","90","Dragon","-1210986816401","389"
"80_91_0","80","Dragon","91","Dragon","833658004581","250"
"80_91_1","80","Dragon","91","Dragon","-100127927177","146"
"80_91_6","80","Dragon","91","Dragon","-1814106169245","356"
"80_91_7","80","Dragon","91","Dragon","124250897859","689"
"53_91_0","53","Dragon","91","Dragon","735922769901","393"
"53_91_1","53","Dragon","91","Dragon","-205915768256","328"
"53_91_2","53","Dragon","91","Dragon","-741364989363","119"
"2_91_0","2","Dragon","91","Dragon","-1432210039137","174"
"2_91_2","2","Dragon","91","Dragon","-1716721073075","446"
"2_91_3","2","Dragon","91","Dragon","857372326951","266"
"2_91_4","2","Dragon","91","Dragon","813810992898","207"
"2_91_5","2","Dragon","91","Dragon","7061750617","491"
"14_92_0","14","Dragon","92","Dragon","135489746891","375"
"14_92_2","14","Dragon","92","Dragon","-819185200075","439"
"14_92_3","14","Dragon","92","Dragon","-840326171890","204"
"14_92_5","14","Dragon","92","Dragon","-1509570111077","378"
"4_92_2","4","Dragon","92","Dragon","-962060205184","339"
"76_92_0","76","Dragon","92","Dragon","-455464866452","461"
"76_92_1","76","Dragon","92","Dragon","-1746815519685","531"
"17_93_0","17","Dragon","93","Dragon","-325524745791","613"
"17_93_1","17","Dragon","93","Dragon","-2072521791842","380"
"17_93_2","17","Dragon","93","Dragon","-2182834492014","652"
"17_93_3","17","Dragon","93","Dragon","431444167738","467"
"17_93_4","17","Dragon","93","Dragon","245096406614","369"
"17_93_5","17","Dragon","93","Dragon","-724561742319","340"
"17_93_7","17","Dragon","93","Dragon","-980575472990","272"
"48_93_0","48","Dragon","93","Dragon","-1471491270279","698"
"48_93_1","48","Dragon","93","Dragon","-860799473041","505"
"48_93_2","48","Dragon","93","Dragon","-668613343509","334"
"48_93_3","48","Dragon","93","Dragon","730463574794","105"
"48_93_4","48","Dragon","93","Dragon","-138955926667","111"
"38_93_0","38","Dragon","93","Dragon","-361233563928","533"
"38_93_2","38","Dragon","93","Dragon","740877254417","297"
"38_93_3","38","Dragon","93","Dragon","-1429781190846","524"
"12_94_1","12","Dragon","94","Dragon","12021315421","577"
"12_94_2","12","Dragon","94","Dragon","443058659357","341"
"12_94_3","12","Dragon","94","Dragon","31756606087","174"
"2_94_0","2","Dragon","94","Dragon","-20339317181","252"
"2_94_1","2","Dragon","94","Dragon","-1319012871781","633"
"2_94_2","2","Dragon","94","Dragon","594375292651","551"
"2_94_3","2","Dragon","94","Dragon","-1473867783934","150"
"5_94_0","5","Dragon","94","Dragon","-742716093056","700"
"5_94_2","5","Dragon","94","Dragon","-1751444819568","549"
"5_94_3","5","Dragon","94","Dragon","922555796782","486"
"22_95_0","22","Dragon","95","Dragon","-1660248909319","152"
"22_95_1","22","Dragon","95","Dragon","669157035469","309"
"22_95_2","22","Dragon","95","Dragon","-1487975407317","307"
"56_95_0","56","Dragon","95","Dragon","-2114455869881","465"
"56_95_1","56","Dragon","95","Dragon","-267240111134","450"
"5_95_0","5","Dragon","95","Dragon","-562514738399","353"
"5_95_1","5","Dragon","95","Dragon","-885408069495","420"
"5_95_2","5","Dragon","95","Dragon","-1674917252015","306"
"5_95_4","5","Dragon","95","Dragon","576133639660","386"
"5_95_6","5","Dragon","95","Dragon","-1465339662692","384"
"80_96_1","80","Dragon","96","Dragon","171855087281","404"
"80_96_2","80","Dragon","96","Dragon","-1194376674094","282"
"43_96_1","43","Dragon","96","Dragon","-164028639523","478"
"43_96_4","43","Dragon","96","Dragon","-95193080232","263"
"62_96_0","62","Dragon","96","Dragon","-1972775658373","474"
"62_96_1","62","Dragon","96","Dragon","-1311395978151","252"
"62_96_2","62","Dragon","96","Dragon","-907031522781","161"
"62_96_4","62","Dragon","96","Dragon","-600332297556","214"
"62_96_5","62","Dragon","96","Dragon","-1602092683152","134"
"58_97_2","58","Dragon","97","Dragon","-204396904556","624"
"28_97_1","28","Dragon","97","Dragon","-1862498451238","245"
"28_97_2","28","Dragon","97","Dragon","581137140369","476"
"73_97_0","73","Dragon","97","Dragon","-850254289498","230"
"73_97_1","73","Dragon","97","Dragon","854407026154","444"
"73_97_2","73","Dragon","97","Dragon","-811182952890","359"
"73_97_3","73","Dragon","97","Dragon","-813558308171","218"
"42_98_2","42","Dragon","98","Dragon","125767735852","435"
"42_98_3","42","Dragon","98","Dragon","568215766832","535"
"42_98_4","42","Dragon","98","Dragon","-70319351138","354"
"42_98_6","42","Dragon","98","Dragon","-1766723911914","362"
"48_98_0","48","Dragon","98","Dragon","522617998681","216"
"48_98_1","48","Dragon","98","Dragon","-1752033825041","132"
"48_98_2","48","Dragon","98","Dragon","207960179082","695"
"14_98_1","14","Dragon","98","Dragon","941462673352","316"
"14_98_3","14","Dragon","98","Dragon","89099502775","249"
"14_98_5","14","Dragon","98","Dragon","-2005616537587","542"
"9_99_0","9","Dragon","99","Dragon","-1231444744707","402"
"9_99_1","9","Dragon","99","Dragon","26070237076","128"
"9_99_3","9","Dragon","99","Dragon","-2180564681162","660"
"9_99_4","9","Dragon","99","Dragon","136123134379","286"
"9_99_6","9","Dragon","99","Dragon","882146717308","587"
"9_99_7","9","Dragon","99","Dragon","-1878404411641","211"
"21_99_0","21","Dragon","99","Dragon","29072059982","181"
"21_99_2","21","Dragon","99","Dragon","-2164859482946","588"
"21_99_4","21","Dragon","99","Dragon","-1027794432666","566"
"21_99_5","21","Dragon","99","Dragon","41244575468","131"
"21_99_6","21","Dragon","99","Dragon","-1753065571197","361"
"31_99_0","31","Dragon","99","Dragon","-2108703461728","285"
"31_99_1","31","Dragon","99","Dragon","-1884325320705","147"
"31_99_3","31","Dragon","99","Dragon","137879366956","380"
"93_100_1","93","Dragon","100","Dragon","-1125266813700","352"
"93_100_2","93","Dragon","100","Dragon","21216381345","663"
"93_100_3","93","Dragon","100","Dragon","-1842340593146","273"
"93_100_5","93","Dragon","100","Dragon","-2199537155043","320"
"93_100_6","93","Dragon","100","Dragon","147343027696","537"
"29_100_0","29","Dragon","100","Dragon","-269742923402","118"
"29_100_1","29","Dragon","100","Dragon","851839657550","339"
"29_100_2","29","Dragon","100","Dragon","-2058439296211","539"
"29_100_3","29","Dragon","100","Dragon","444970035027","219"
"29_100_5","29","Dragon","100","Dragon","276728582940","629"
"29_100_6","29","Dragon","100","Dragon","-696356857085","608"
"29_100_7","29","Dragon","100","Dragon","-681863601899","168"
"4_100_0","4","Dragon","100","Dragon","-221793198015","445"
"4_100_1","4","Dragon","100","Dragon","-66284122420","667"
"99_101_0","99","Dragon","101","Dragon","-461911099737","586"
"99_101_1","99","Dragon","101","Dragon","55171620718","679"
"99_101_2","99","Dragon","101","Dragon","-1692091260035","225"
"99_101_3","99","Dragon","101","Dragon","385031345099","656"
"99_101_4","99","Dragon","101","Dragon","-1190062870649","290"
"1_101_0","1","Dragon","101","Dragon","-230063441159","482"
"1_101_3","1","Dragon","101","Dragon","196454932730","452"
"1_101_4","1","Dragon","101","Dragon","265614252423","549"
"1_101_5","1","Dragon","101","Dragon","-915293907400","700"
"1_101_6","1","Dragon","101","Dragon","-1907711951209","646"
"31_101_0","31","Dragon","101","Dragon","-2166163087127","544"
"31_101_1","31","Dragon","101","Dragon","-1318846135830","209"
"31_101_2","31","Dragon","101","Dragon","752782063832","499"
"31_101_3","31","Dragon","101","Dragon","-9095857022","608"
"31_101_4","31","Dragon","101","Dragon","-1952535834476","472"
"31_101_5","31","Dragon","101","Dragon","-998002810583","341"
"24_102_0","24","Dragon","102","Dragon","-1693720902300","481"
"24_102_1","24","Dragon","102","Dragon","-1200270999276","681"
"24_102_2","24","Dragon","102","Dragon","407244268973","481"
"24_102_4","24","Dragon","102","Dragon","-1315708704192","405"
"45_102_0","45","Dragon","102","Dragon","-714829950621","370"
"45_102_1","45","Dragon","102","Dragon","-1278393238263","204"
"45_102_2","45","Dragon","102","Dragon","-532382497045","125"
"5_102_1","5","Dragon","102","Dragon","-1806781619971","474"
"5_102_2","5","Dragon","102","Dragon","-1315370523044","694"
"5_102_3","5","Dragon","102","Dragon","-794744271369","111"
"73_103_0","73","Dragon","103","Dragon","409322713224","590"
"73_103_1","73","Dragon","103","Dragon","-1781667068794","696"
"73_103_2","73","Dragon","103","Dragon","-157712053616","331"
"73_103_3","73","Dragon","103","Dragon","-1540654117096","117"
"5_103_0","5","Dragon","103","Dragon","-1332635998395","243"
"5_103_1","5","Dragon","103","Dragon","-750825712977","582"
"5_103_4","5","Dragon","103","Dragon","-1657706216563","556"
"97_103_1","97","Dragon","103","Dragon","-1460456169021","141"
"97_103_2","97","Dragon","103","Dragon","389139597566","509"
"97_103_3","97","Dragon","103","Dragon","-1777161871026","384"
"97_103_4","97","Dragon","103","Dragon","-1819847239919","460"
"90_104_1","90","Dragon","104","Dragon","-1484545812924","539"
"90_104_3","90","Dragon","104","Dragon","354425513023","225"
"90_104_4","90","Dragon","104","Dragon","-295391222093","512"
"2_104_0","2","Dragon","104","Dragon","173582624105","398"
"2_104_1","2","Dragon","104","Dragon","-516907361631","403"
"2_104_3","2","Dragon","104","Dragon","817256473074","473"
"2_104_5","2","Dragon","104","Dragon","601874428675","683"
"2_104_6","2","Dragon","104","Dragon","-1983686758303","494"
"2_104_7","2","Dragon","104","Dragon","-2154806446819","192"
"94_104_0","94","Dragon","104","Dragon","-520337576938","246"
"94_104_2","94","Dragon","104","Dragon","-383352471017","231"
"9_105_0","9","Dragon","105","Dragon","-1311916493680","309"
"9_105_1","9","Dragon","105","Dragon","-2198903730181","150"
"9_105_2","9","Dragon","105","Dragon","453147725691","365"
"9_105_4","9","Dragon","105","Dragon","771987090467","407"
"14_105_0","14","Dragon","105","Dragon","203809140214","336"
"14_105_1","14","Dragon","105","Dragon","-441011324338","653"
"14_105_2","14","Dragon","105","Dragon","-259098295995","323"
"14_105_3","14","Dragon","105","Dragon","-558441394197","254"
"14_105_4","14","Dragon","105","Dragon","-1366377627539","594"
"14_105_5","14","Dragon","105","Dragon","160353108313","592"
"73_105_0","73","Dragon","105","Dragon","-1565246517790","103"
"73_105_1","73","Dragon","105","Dragon","-2151527328045","454"
"73_105_2","73","Dragon","105","Dragon","-1648849155333","405"
"73_105_4","73","Dragon","105","Dragon","-487740436939","245"
"57_106_0","57","Dragon","106","Dragon","-1736181127139","650"
"57_106_3","57","Dragon","106","Dragon","820300688400","551"
"52_106_3","52","Dragon","106","Dragon","-921924123740","463"
"52_106_4","52","Dragon","106","Dragon","-1354314848307","525"
"2_106_0","2","Dragon","106","Dragon","236124255807","664"
"2_106_2","2","Dragon","106","Dragon","-320589018418","559"
"2_106_3","2","Dragon","106","Dragon","-1416415724772","677"
"2_106_5","2","Dragon","106","Dragon","785332212973","588"
"2_106_6","2","Dragon","106","Dragon","-172866875010","167"
"2_106_7","2","Dragon","106","Dragon","577427616810","531"
"74_107_0","74","Dragon","107","Dragon","-280937773786","283"
"74_107_1","74","Dragon","107","Dragon","-1710142956087","186"
"74_107_2","74","Dragon","107","Dragon","-650752217885","174"
"9_107_0","9","Dragon","107","Dragon","-1501744624126","300"
"9_107_1","9","Dragon","107","Dragon","-1278345774860","452"
"9_107_2","9","Dragon","107","Dragon","-2007638910679","578"
"9_107_3","9","Dragon","107","Dragon","501071717402","544"
"9_107_4","9","Dragon","107","Dragon","-553160268199","255"
"9_107_5","9","Dragon","107","Dragon","98573192824","700"
"9_107_6","9","Dragon","107","Dragon","465962201140","650"
"19_107_3","19","Dragon","107","Dragon","-579207507008","311"
"19_107_4","19","Dragon","107","Dragon","-863110201340","503"
"19_107_5","19","Dragon","107","Dragon","-1056602292374","614"
"19_107_6","19","Dragon","107","Dragon","843766016976","580"
"8_108_0","8","Dragon","108","Dragon","142020461751","502"
"8_108_1","8","Dragon","108","Dragon","-59256111350","480"
"8_108_3","8","Dragon","108","Dragon","-365422371793","113"
"8_108_4","8","Dragon","108","Dragon","-1053609735655","249"
"8_108_5","8","Dragon","108","Dragon","-498953607074","132"
"8_108_6","8","Dragon","108","Dragon","-1064036518180","415"
"1_108_1","1","Dragon","108","Dragon","455220579904","367"
"1_108_2","1","Dragon","108","Dragon","-595964167177","106"
"1_108_3","1","Dragon","108","Dragon","-690787831693","277"
"1_108_4","1","Dragon","108","Dragon","-464665526215","254"
"1_108_7","1","Dragon","108","Dragon","-1021778517645","144"
"2_108_0","2","Dragon","108","Dragon","-961831139669","173"
"2_108_1","2","Dragon","108","Dragon","-1614037923319","185"
"2_108_3","2","Dragon","108","Dragon","-1973582030853","449"
"2_108_4","2","Dragon","108","Dragon","548341482122","489"
"2_108_6","2","Dragon","108","Dragon","-29118006368","242"
"32_109_0","32","Dragon","109","Dragon","817319922619","438"
"32_109_1","32","Dragon","109","Dragon","-1577049280581","412"
"32_109_2","32","Dragon","109","Dragon","356716751838","475"
"32_109_3","32","Dragon","109","Dragon","-38686251686","467"
"51_109_1","51","Dragon","109","Dragon","252246150751","256"
"51_109_2","51","Dragon","109","Dragon","-83082066751","274"
